street_name,city,state,latitude,longitude,price,bedroom_number,bathroom_number,square_meter,population
Nuuanu Ave APT 809,Honolulu,HI,21.32152,-157.8508,400000,1,1,55,"834,138"
Prospect St APT B16,Honolulu,HI,21.313587,-157.85095,615000,2,3,133,"834,138"
S Judd St APT 2103,Honolulu,HI,21.3215,-157.8494,410000,1,1,58,"834,138"
Queen Emma St APT 3709,Honolulu,HI,21.310616,-157.85782,885000,2,2,95,"834,138"
Prospect St APT F9,Honolulu,HI,21.313587,-157.85095,675000,2,3,133,"834,138"
SE 104th Ct,Happy Valley,OR,45.435036,-122.55852,370000,3,3,153,"22,049"
Queen Emma St APT 3810,Honolulu,HI,21.310616,-157.85782,750000,1,1,68,"834,138"
Nuuanu Ave #944,Honolulu,HI,21.315697,-157.85641,338000,1,1,53,"834,138"
Queen Emma St APT 3305,Honolulu,HI,21.310616,-157.85782,895000,2,2,101,"834,138"
Craigside Pl #4B,Honolulu,HI,21.322292,-157.84897,450000,2,1,77,"834,138"
Craigside Pl #4F,Honolulu,HI,21.322292,-157.84897,420000,1,1,64,"834,138"
Nuuanu Ave APT E2413,Honolulu,HI,21.312685,-157.85922,399000,1,1,56,"834,138"
Prospect St APT B15,Honolulu,HI,21.313587,-157.85095,739000,3,3,134,"834,138"
Kamamalu Ave APT 201,Honolulu,HI,21.312515,-157.85153,445000,2,1,74,"834,138"
Kapiolani Blvd APT 1807,Honolulu,HI,21.286787,-157.82364,530000,2,2,80,"834,138"
Huna St #B307,Honolulu,HI,21.32056,-157.85616,519000,3,2,91,"834,138"
Nuuanu Ave #T1-1806,Honolulu,HI,21.322292,-157.84897,499000,1,1,74,"834,138"
S Kukui St APT D703,Honolulu,HI,21.31301,-157.85863,385000,1,1,57,"834,138"
Craigside Pl APT 1A,Honolulu,HI,21.322294,-157.84898,355000,1,1,61,"834,138"
Craigside Pl APT 3C,Honolulu,HI,21.322277,-157.84897,375000,1,1,61,"834,138"
Craigside Pl #1C,Honolulu,HI,21.322294,-157.84898,355000,1,1,61,"834,138"
Craigside Pl #4C,Honolulu,HI,21.322292,-157.84897,380000,1,1,61,"834,138"
Nuuanu Ave APT E512,Honolulu,HI,21.312685,-157.85922,370000,1,1,56,"834,138"
Nuuanu Ave APT E1914,Honolulu,HI,21.312685,-157.85922,560000,2,1,82,"834,138"
Nuuanu Ave APT 20C,Honolulu,HI,21.321741,-157.85036,650000,3,2,105,"834,138"
Nuuanu Ave APT E606,Honolulu,HI,21.312685,-157.85922,405000,1,1,60,"834,138"
Nuuanu Ave UNIT 155,Honolulu,HI,21.315655,-157.85645,320000,1,1,53,"834,138"
Nuuanu Ave APT 901,Honolulu,HI,21.321997,-157.84988,760000,2,2,94,"834,138"
Kunawai Ln #A209,Honolulu,HI,21.326185,-157.85812,399000,2,1,73,"834,138"
Nuuanu Ave #I-2205,Honolulu,HI,21.322292,-157.84897,740000,2,2,112,"834,138"
Nuuanu Ave APT 746,Honolulu,HI,21.315697,-157.85641,395000,2,1,70,"834,138"
S Judd St #II-17B,Honolulu,HI,21.321741,-157.8489,740000,3,2,156,"834,138"
Nuuanu Ave #I101,Honolulu,HI,21.322292,-157.84897,725000,2,2,115,"834,138"
Prospect St #106,Honolulu,HI,21.313587,-157.85095,788000,3,3,148,"834,138"
Nuuanu Ave UNIT 156,Honolulu,HI,21.315655,-157.85645,399000,2,1,70,"834,138"
Nuuanu Ave APT 2156,Honolulu,HI,21.315655,-157.85645,359000,2,1,70,"834,138"
S Judd St APT 1807,Honolulu,HI,21.3215,-157.8494,619999,2,2,95,"834,138"
Nuuanu Ave APT 402,Honolulu,HI,21.322311,-157.85092,369500,1,1,51,"834,138"
Nuuanu Ave APT 2501,Honolulu,HI,21.321997,-157.84988,990000,2,2,122,"834,138"
Queen Emma St APT 1609,Honolulu,HI,21.310616,-157.85782,728000,2,1,80,"834,138"
Nuuanu Ave PENTHOUSE A5,Honolulu,HI,21.322294,-157.84898,629000,2,3,238,"834,138"
Kunawai Ln #A311,Honolulu,HI,21.326185,-157.85812,429000,2,1,73,"834,138"
Nuuanu Ave APT E1312,Honolulu,HI,21.312685,-157.85922,370000,1,1,56,"834,138"
Nuuanu Ave APT 654,Honolulu,HI,21.315655,-157.85645,339000,1,1,53,"834,138"
Nuuanu Ave #I-606,Honolulu,HI,21.322292,-157.84897,480000,1,1,74,"834,138"
Bishop St SUITE 1305,Honolulu,HI,21.310625,-157.8592,70000,2,1,83,"834,138"
Bishop St SUITE 1304,Honolulu,HI,21.310625,-157.8592,70000,2,1,83,"834,138"
N Kuakini St APT 112,Honolulu,HI,21.322344,-157.85588,155000,2,1,68,"834,138"
Waialae Ave APT A405,Honolulu,HI,21.278576,-157.7856,600000,2,2,78,"834,138"
Pualei Cir APT 102,Honolulu,HI,21.266045,-157.81427,650000,2,2,74,"834,138"
SW Curry Dr UNIT C,Wilsonville,OR,45.290077,-122.763725,369900,3,2,116,"24,413"
Waialae Ave APT A1106,Honolulu,HI,21.278576,-157.7856,580000,2,2,92,"834,138"
SW Paris Ave UNIT 302,Wilsonville,OR,45.312626,-122.79443,349900,2,2,94,"24,413"
SW Springwood Dr,Tigard,OR,45.44468,-122.79385,249500,2,2,93,"54,149"
SW Fairway Village Loop,Wilsonville,OR,45.29025,-122.75831,435000,2,2,117,"24,413"
SW Mariners Dr #58,Wilsonville,OR,45.28895,-122.76274,319000,2,1,122,"24,413"
SW Hall Blvd APT 16,Portland,OR,45.44725,-122.7651,230000,2,1,72,"2,072,553"
SW Fir Ave,Wilsonville,OR,45.29711,-122.77179,519000,4,3,191,"24,413"
SW 4th St,Wilsonville,OR,45.296673,-122.77175,519000,4,3,191,"24,413"
NE Treehill Dr,Wood Village,OR,45.53168,-122.416565,261000,2,2,89,"4,069"
Evergreen Rd APT 124,Woodburn,OR,45.14974,-122.87473,169000,2,1,86,"26,008"
Park Ave APT D6,Woodburn,OR,45.144505,-122.84174,199900,2,1,82,"26,008"
SW Tualatin Rd APT 122,Tualatin,OR,45.386894,-122.76799,265000,2,2,95,"27,601"
SW Sagert St UNIT 103,Tualatin,OR,45.375954,-122.7512,330000,2,3,105,"27,601"
SW Sagert St UNIT 104,Tualatin,OR,45.37821,-122.74987,339000,2,3,105,"27,601"
SW Tualatin Rd APT 317,Tualatin,OR,45.386894,-122.76799,210000,1,1,71,"27,601"
SW Mohawk St,Tualatin,OR,45.377098,-122.76339,330000,3,2,106,"27,601"
Touchstone APT 69,Lake Oswego,OR,45.426388,-122.71259,239900,3,3,126,"39,476"
Carman Dr,Lake Oswego,OR,45.420033,-122.72106,419900,2,3,102,"39,476"
Carman Dr #C49,Lake Oswego,OR,45.418793,-122.72078,375000,1,2,93,"39,476"
Touchstone APT 124,Lake Oswego,OR,45.426388,-122.71259,320000,3,3,126,"39,476"
Kingsgate Rd UNIT D105,Lake Oswego,OR,45.430107,-122.72952,349950,2,2,86,"39,476"
Jefferson Pkwy,Lake Oswego,OR,45.431698,-122.71964,414000,2,3,136,"39,476"
Ala Ilima St APT 202,Honolulu,HI,21.345924,-157.912,290000,1,1,53,"834,138"
Ala Nanala St APT 5D,Honolulu,HI,21.346443,-157.91023,550000,2,2,94,"834,138"
Ala Ilima St APT 112,Honolulu,HI,21.344864,-157.91014,440000,2,2,73,"834,138"
Ala Ilima St APT 6A,Honolulu,HI,21.345455,-157.90906,675000,3,2,98,"834,138"
Ala Ilima St APT A910,Honolulu,HI,21.344597,-157.91164,505000,3,2,83,"834,138"
Ala Ilima St APT 112,Honolulu,HI,21.3447,-157.90916,375000,2,1,65,"834,138"
Likini St #210,Honolulu,HI,21.3481,-157.91159,549000,2,2,97,"834,138"
Ala Nioi Pl APT 601,Honolulu,HI,21.344494,-157.90839,430000,3,2,84,"834,138"
Ala Ilima St APT A707,Honolulu,HI,21.344597,-157.91164,348000,2,1,68,"834,138"
Likini St #905E,Honolulu,HI,21.34799,-157.911,569000,2,2,97,"834,138"
Ala Nanu St APT 603,Honolulu,HI,21.345812,-157.90602,465000,2,2,84,"834,138"
Ala Nanala St APT 1401,Honolulu,HI,21.34638,-157.90956,415000,2,1,65,"834,138"
Ala Lilikoi St APT W301,Honolulu,HI,21.348886,-157.91162,349000,2,1,63,"834,138"
Ala Ilima St APT 907,Honolulu,HI,21.3456,-157.90677,385000,2,1,66,"834,138"
Likini St #E-1602,Honolulu,HI,21.34799,-157.911,675000,2,2,97,"834,138"
Ala Ilima St APT 21D,Honolulu,HI,21.345455,-157.90906,549000,2,2,84,"834,138"
Ala Ilima St APT 604,Honolulu,HI,21.345907,-157.91199,280000,1,1,53,"834,138"
Likini St #1504E,Honolulu,HI,21.34799,-157.911,598000,2,2,97,"834,138"
Ala Lilikoi St APT 305,Honolulu,HI,21.346264,-157.91234,440000,2,1,70,"834,138"
Likini St APT 1405,Honolulu,HI,21.346256,-157.90923,412000,2,1,63,"834,138"
Ala Ilima St APT 206,Honolulu,HI,21.345606,-157.90764,465000,2,2,88,"834,138"
Ala Napuaa Pl APT 406,Honolulu,HI,21.344257,-157.9068,350000,1,1,55,"834,138"
Likini St APT 204,Honolulu,HI,21.346256,-157.90923,390000,2,1,63,"834,138"
Ala Ilima St APT 2301,Honolulu,HI,21.344864,-157.91014,475000,2,2,74,"834,138"
Ala Napuaa Pl APT 311,Honolulu,HI,21.344257,-157.9068,345000,1,1,55,"834,138"
Ala Lilikoi St APT 301,Honolulu,HI,21.346725,-157.91223,350000,2,1,52,"834,138"
Ala Nioi Pl APT 304,Honolulu,HI,21.344494,-157.90839,420000,3,2,84,"834,138"
Ala Napuaa Pl APT 1003,Honolulu,HI,21.344257,-157.9068,339000,1,1,55,"834,138"
Ala Ilima St APT A603,Honolulu,HI,21.344597,-157.91164,475000,3,2,83,"834,138"
Ala Ilima St APT 404,Honolulu,HI,21.344757,-157.90831,419000,2,1,67,"834,138"
Ala Ilima St APT B610,Honolulu,HI,21.344597,-157.91164,475000,3,2,83,"834,138"
Ala Ilima St APT 116,Honolulu,HI,21.344864,-157.91014,119000,1,1,52,"834,138"
Ala Ilima St APT A705,Honolulu,HI,21.344597,-157.91164,475000,3,2,83,"834,138"
Likini St APT 402,Honolulu,HI,21.34799,-157.911,699000,2,2,97,"834,138"
Mananai Pl #45-S,Honolulu,HI,21.368572,-157.92595,389000,2,1,67,"834,138"
Ala Napuaa Pl APT 1818,Honolulu,HI,21.344257,-157.9068,385000,1,1,55,"834,138"
Ala Nanala St APT 202,Honolulu,HI,21.346384,-157.90958,350000,2,1,65,"834,138"
Salt Lake Blvd #E20,Honolulu,HI,21.357946,-157.9258,450000,2,2,91,"834,138"
NE Adwick Dr,Hillsboro,OR,45.525036,-122.888626,360000,2,3,116,"108,026"
NE Red Wing Way #202,Hillsboro,OR,45.520153,-122.867805,379900,2,3,145,"108,026"
NE Newstead Ln,Hillsboro,OR,45.524323,-122.88925,295000,2,1,66,"108,026"
NE Holly St #202,Hillsboro,OR,45.523163,-122.86943,350000,3,2,112,"108,026"
NE Brentford Way,Hillsboro,OR,45.523266,-122.8883,249900,2,1,66,"108,026"
NE Holly St #305,Hillsboro,OR,45.52248,-122.86978,309000,2,2,87,"108,026"
NE Red Wing Way #202,Hillsboro,OR,45.520287,-122.86834,415000,3,3,145,"108,026"
NW 185th Ave UNIT 101,Beaverton,OR,45.525417,-122.86711,310000,2,2,94,"98,567"
NE Rockne Way,Hillsboro,OR,45.52691,-122.8983,286000,2,1,79,"108,026"
NE Red Wing Way #101,Hillsboro,OR,45.519924,-122.870056,279990,1,1,74,"108,026"
SW Baseline Rd,Beaverton,OR,45.512245,-122.8484,375000,2,3,157,"98,567"
NW Lakeway Ln,Beaverton,OR,45.531807,-122.8617,325000,3,3,132,"98,567"
NE Red Wing Way #102,Beaverton,OR,45.51988,-122.86783,225000,1,1,69,"98,567"
Miller St,Oregon City,OR,45.34516,-122.62174,547515,2,2,110,"37,057"
Miller St,Oregon City,OR,45.34523,-122.62142,516465,2,2,72,"37,057"
4th Ave,Oregon City,OR,45.34542,-122.62186,537165,2,2,90,"37,057"
Miller St,Oregon City,OR,45.345253,-122.62131,490000,2,2,78,"37,057"
Miller St,Oregon City,OR,45.345177,-122.62127,506115,1,1,54,"37,057"
W Powell Blvd UNIT 202A,Gresham,OR,45.491062,-122.47987,247000,2,2,95,"110,456"
W Powell Blvd UNIT 124,Gresham,OR,45.49007,-122.47966,245000,2,2,100,"110,456"
NE Hogan Dr,Gresham,OR,45.509468,-122.413895,199900,2,2,101,"110,456"
NE Fleming Ave #C-48,Gresham,OR,45.501377,-122.40776,229900,3,2,106,"110,456"
W Powell Blvd UNIT 238,Gresham,OR,45.49068,-122.47778,209000,2,2,98,"110,456"
245 Leowahine St #108,Waipahu,HI,21.382456,-158.02025,174900,2,1,56,"38,276"
249 Waikele Rd APT B214,Waipahu,HI,21.383667,-158.0161,360000,2,1,57,"38,276"
870 Lumiauau St APT R102,Waipahu,HI,21.40528,-158.00578,460000,2,1,60,"38,276"
201 Lumiaina Pl,Waipahu,HI,21.401419,-158.00562,480000,2,1,61,"38,276"
979 Kauolu Pl APT 709,Waipahu,HI,21.388416,-158.0016,360000,2,1,52,"38,276"
049 Waipahu #314,Waipahu,HI,21.380459,-158.02585,310000,2,1,65,"38,276"
1451 Waipio Uka St APT L205,Waipahu,HI,21.421864,-158.00078,525000,2,2,74,"38,276"
1433 Kamahao St APT 84,Pearl City,HI,21.3963,-157.95552,465000,2,1,71,"45,159"
245 Leowahine St #1028,Waipahu,HI,21.382456,-158.02025,270000,3,1,74,"38,276"
245 Leowahine St #3023,Waipahu,HI,21.382456,-158.02025,270000,3,1,74,"38,276"
Lehua Ave #A202,Pearl City,HI,21.391373,-157.97171,375000,2,1,68,"45,159"
245 Leowahine St #3015,Waipahu,HI,21.382456,-158.02025,270000,3,1,74,"38,276"
039 Waipahu St APT 310,Waipahu,HI,21.380384,-158.02597,280000,2,1,65,"38,276"
Lehua Ave APT 110,Pearl City,HI,21.392376,-157.97131,320000,2,1,67,"45,159"
218 Waiawa Rd APT 62,Pearl City,HI,21.392548,-157.97986,425000,2,2,87,"45,159"
1364 Nola St,Pearl City,HI,21.3947,-157.95383,559200,3,2,96,"45,159"
029 Kuahelani Ave APT 427,Mililani,HI,21.4488,-158.02,382900,2,1,71,"27,459"
Kamehameha Hwy APT 102B,Pearl City,HI,21.396496,-157.97559,393800,2,2,79,"45,159"
510 Wikao St APT A101,Mililani,HI,21.477024,-158.01651,545000,3,2,81,"27,459"
1033 Ainamakua Dr APT 147,Mililani,HI,21.469229,-158.00282,489000,2,1,68,"27,459"
227 Waikalani Dr APT A404,Mililani,HI,21.471886,-158.0162,371000,2,1,74,"27,459"
SW Barrows Rd,Beaverton,OR,45.43342,-122.82399,430000,2,3,108,"98,567"
SW Mallard Dr UNIT 203,Beaverton,OR,45.430935,-122.832726,339000,2,1,91,"98,567"
273 Waikalani Dr APT D706,Mililani,HI,21.474485,-158.01639,466888,3,2,95,"27,459"
510 Wikao St APT C102,Mililani,HI,21.477024,-158.01651,499000,2,2,73,"27,459"
023 Waihau St APT D232,Mililani,HI,21.460833,-158.02126,330000,2,1,58,"27,459"
SW Strobel Rd #1,Beaverton,OR,45.458263,-122.846275,624990,5,4,224,"98,567"
269 Waikalani Dr APT C601,Mililani,HI,21.471083,-158.01773,425000,2,1,74,"27,459"
"Waverly Plan, Innovate Condominiums at Lolich Farms",Beaverton,OR,45.42613,-122.86511,464990,3,2,114,"98,567"
270 Waikalani Dr APT M103,Mililani,HI,21.471367,-158.01776,556000,2,2,87,"27,459"
946 Meheula Pkwy APT 262,Mililani,HI,21.44923,-158.01886,385000,2,1,71,"27,459"
Front St APT 104,Lahaina,HI,20.879951,-156.68283,625000,1,1,49,"13,216"
Front St APT A106,Lahaina,HI,20.879435,-156.68263,425000,2,2,74,"13,216"
Kekaa Dr #C202,Lahaina,HI,20.9287,-156.69069,618000,1,1,89,"13,216"
Kekaa Dr UNIT K100-101,Lahaina,HI,20.9287,-156.69069,925000,2,2,134,"13,216"
E Kuu Aku Ln UNIT 520,Lahaina,HI,20.88421,-156.67986,995000,3,2,114,"13,216"
Limahana Cir #G202,Lahaina,HI,20.882887,-156.6804,850000,3,2,127,"13,216"
5681 Kuakini Hwy APT 305,Kailua Kona,HI,19.64469,-155.99205,469000,1,1,70,"22,792"
5681 Kuakini Hwy APT 118,Kailua Kona,HI,19.64469,-155.99205,445000,1,1,65,"22,792"
5719 Alii Dr APT 416,Kailua Kona,HI,19.639093,-155.99358,387000,1,1,58,"22,792"
5863 Kuakini Hwy APT 108,Kailua Kona,HI,19.631718,-155.98576,419000,2,2,79,"22,792"
5681 Kuakini Hwy APT 101,Kailua Kona,HI,19.64469,-155.99205,405050,1,1,65,"22,792"
5719 Alii Dr APT 409,Kailua Kona,HI,19.639093,-155.99358,699000,3,2,111,"22,792"
5855 Walua Rd APT 2,Kailua Kona,HI,19.631596,-155.98816,353000,1,2,74,"22,792"
5669 Kuakini Hwy #1104,Kailua Kona,HI,19.641973,-155.99312,399000,1,1,62,"22,792"
5873 Walua Rd APT 303,Kailua Kona,HI,19.630693,-155.98706,499000,1,1,53,"22,792"
5766 Kuakini Hwy APT 201,Kailua Kona,HI,19.637245,-155.99017,425000,1,1,59,"22,792"
5669 Kuakini Hwy #4302,Kailua Kona,HI,19.641973,-155.99312,489000,2,2,88,"22,792"
234 Nani Kailua Dr APT 54,Kailua Kona,HI,19.635944,-155.9806,697500,3,2,112,"22,792"
252 Nani Kailua Dr APT 9,Kailua Kona,HI,19.635283,-155.97896,540000,2,2,101,"22,792"
5766 Kuakini Hwy APT 107,Kailua Kona,HI,19.637245,-155.99017,398000,1,1,59,"22,792"
233 Nani Kailua Dr APT 125,Kailua Kona,HI,19.636242,-155.9823,585000,2,2,93,"22,792"
5873 Walua Rd APT 123,Kailua Kona,HI,19.630693,-155.98706,679000,2,2,93,"22,792"
5719 Alii Dr APT 310,Kailua Kona,HI,19.639093,-155.99358,365000,1,1,62,"22,792"
5766 Kuakini Hwy APT 105,Kailua Kona,HI,19.637245,-155.99017,302000,1,1,59,"22,792"
5873 Walua Rd APT 109,Kailua Kona,HI,19.630693,-155.98706,398000,1,1,53,"22,792"
5719 Alii Dr APT 108,Kailua Kona,HI,19.63898,-155.9937,429000,2,2,80,"22,792"
5618 Palani Rd APT F2,Kailua Kona,HI,19.643974,-155.99599,229000,2,1,57,"22,792"
3840 Lua Kula St APT G203,Waikoloa,HI,19.932943,-155.79254,670000,3,3,114,"7,366"
3890 Lua Kula St APT 1101,Waikoloa,HI,19.928736,-155.79047,425000,2,2,79,"7,366"
200 Pohakulana Pl #J23,Waikoloa,HI,19.918413,-155.88126,821000,2,2,96,"7,366"
1010 Keana Pl APT E206,Waikoloa,HI,19.919916,-155.88602,998888,2,2,119,"7,366"
3890 Lua Kula St APT 2702,Waikoloa,HI,19.928732,-155.79047,469000,2,2,79,"7,366"
3883 Lua Kula St APT 1808,Waikoloa,HI,19.929653,-155.79073,415000,2,2,79,"7,366"
SW Mallard Dr UNIT 102,Beaverton,OR,45.431763,-122.83122,339000,2,2,96,"98,567"
3831 Lua Kula St #F105,Waikoloa,HI,19.933672,-155.79054,479000,2,2,73,"7,366"
"Wembley Plan, Innovate Condominiums at Lolich Farms",Beaverton,OR,45.42613,-122.86511,557990,4,3,188,"98,567"
2040 Waikalani Pl APT E202,Mililani,HI,21.464945,-158.02283,400000,2,1,74,"27,459"
3831 Lua Kula St APT C204,Waikoloa,HI,19.933672,-155.79054,325000,2,2,74,"7,366"
3840 Lua Kula St APT E203,Waikoloa,HI,19.932943,-155.79254,599000,3,3,114,"7,366"
3890 Paniolo Ave #209,Waikoloa,HI,19.93108,-155.788,550000,2,2,139,"7,366"
020 Waihonu St APT C702,Mililani,HI,21.462717,-158.02213,350000,2,1,74,"27,459"
3890 Paniolo Ave #128,Waikoloa,HI,19.930998,-155.78801,459000,2,2,92,"7,366"
180 Waikoloa Beach Dr #C2,Waikoloa,HI,19.917587,-155.87012,950000,2,2,102,"7,366"
227 Waikalani Dr APT A1202,Mililani,HI,21.47189,-158.01622,400000,2,1,74,"27,459"
3907 Paniolo Ave #801,Waikoloa,HI,19.9296,-155.78656,565000,2,2,102,"7,366"
200 Pohakulana Pl APT N21,Waikoloa,HI,19.918413,-155.88126,899000,2,2,96,"7,366"
524 Wikao St APT A304,Mililani,HI,21.478624,-158.00949,479000,2,1,67,"27,459"
2031 Waikalani Pl APT D902,Mililani,HI,21.465942,-158.02077,377500,2,1,74,"27,459"
3890 Paniolo Ave #123,Waikoloa,HI,19.93108,-155.788,455000,2,2,93,"7,366"
200 Pohakulana Pl APT O3,Waikoloa,HI,19.918413,-155.88126,799000,2,2,109,"7,366"
SW Mallard Dr SUITE 102,Beaverton,OR,45.427544,-122.83593,349900,2,3,107,"98,567"
020 Waihonu St APT C202,Mililani,HI,21.462439,-158.02214,390000,2,1,74,"27,459"
033 Kuahelani Ave APT 236,Mililani,HI,21.452494,-158.02246,380000,2,1,71,"27,459"
942 Meheula Pkwy APT 145,Mililani,HI,21.449247,-158.01888,375000,2,1,71,"27,459"
270 Waikalani Dr APT B201,Mililani,HI,21.471367,-158.01776,569000,2,2,87,"27,459"
648 Wikao St APT G201,Mililani,HI,21.478298,-158.00946,549000,3,2,86,"27,459"
Kalakaua Ave APT 44,Honolulu,HI,21.261198,-157.82072,765000,1,1,65,"834,138"
SW Appledale Rd #401,Beaverton,OR,45.423416,-122.8521,270000,1,1,62,"98,567"
1010 Keana Pl APT C104,Waikoloa,HI,19.919916,-155.88602,965000,2,2,114,"7,366"
3890 Paniolo Ave #211,Waikoloa,HI,19.930998,-155.78801,425000,2,2,92,"7,366"
3890 Paniolo Ave #119,Waikoloa,HI,19.930998,-155.78801,435000,2,2,93,"7,366"
3883 Lua Kula St APT 2208,Waikoloa,HI,19.929657,-155.79071,414000,2,2,79,"7,366"
3840 Lua Kula St APT G104,Waikoloa,HI,19.932941,-155.79254,399000,1,1,76,"7,366"
200 Pohakulana Pl APT C3,Waikoloa,HI,19.918413,-155.88126,549000,2,2,109,"7,366"
SW Barrows Rd,Beaverton,OR,45.434086,-122.8241,440000,2,3,103,"98,567"
Buckhorn Dr #2,Beaverton,OR,45.458263,-122.846275,486990,3,2,114,"98,567"
Buckhorn Dr #1,Beaverton,OR,45.42731,-122.86579,562990,4,3,188,"98,567"
Kalanianaole Ave APT 601,Hilo,HI,19.733051,-155.027,549900,2,1,67,"45,248"
Buckhorn Dr #1,Beaverton,OR,45.42613,-122.86511,549990,4,3,188,"98,567"
Sugarloaf Ln #2,Beaverton,OR,45.427914,-122.86558,464990,3,2,114,"98,567"
Sugarloaf Ln #2,Beaverton,OR,45.458263,-122.846275,441990,3,2,114,"98,567"
Pukihae St APT 504,Hilo,HI,19.731335,-155.08882,250000,1,1,60,"45,248"
Waianuenue Ave APT 128,Hilo,HI,19.721872,-155.09344,125000,2,1,65,"45,248"
Waianuenue Ave APT 204,Hilo,HI,19.721872,-155.09344,139900,2,1,65,"45,248"
Aupuni St APT 626,Hilo,HI,19.58091,-155.06133,350000,2,2,87,"45,248"
Sugarloaf Ln #1,Beaverton,OR,45.42773,-122.86532,535990,4,3,188,"98,567"
Kalanianaole Ave APT 410,Hilo,HI,19.735872,-155.0124,439000,1,1,67,"45,248"
Sugarloaf Ln #2,Beaverton,OR,45.427723,-122.86519,434990,3,2,114,"98,567"
Pukihae St APT 103,Hilo,HI,19.73163,-155.08862,285000,1,1,60,"45,248"
Kapiolani St APT 203,Hilo,HI,19.71534,-155.08778,175000,2,1,59,"45,248"
Hale St APT 1C,Hilo,HI,19.720356,-155.09856,329000,3,2,98,"45,248"
Waianuenue Ave APT 235,Hilo,HI,19.721872,-155.09344,125000,2,1,65,"45,248"
Kapiolani St APT 202,Hilo,HI,19.71534,-155.08778,150000,2,1,57,"45,248"
Kalanianaole Ave APT 311,Hilo,HI,19.733051,-155.027,375000,2,1,67,"45,248"
Kaneka St #46,Lihue,HI,21.96448,-159.38696,750000,3,3,130,"9,036"
Hanalima St APT C104,Lihue,HI,21.959766,-159.39117,410000,2,2,70,"9,036"
Kalanianaole St #608,Hilo,HI,19.732647,-155.02513,595000,2,2,97,"45,248"
Nehe Rd #310,Lihue,HI,22.035782,-159.33694,649000,1,2,69,"9,036"
E Kawili St APT 19,Hilo,HI,19.703495,-155.07184,285000,3,2,121,"45,248"
3400 Kuhio Hwy APT B204,Lihue,HI,21.986753,-159.36382,259000,2,1,69,"9,036"
Nehe Rd #101,Lihue,HI,22.035782,-159.33694,695000,1,2,69,"9,036"
3400 Kuhio Hwy APT B405,Lihue,HI,21.986753,-159.36382,274200,2,1,69,"9,036"
Kauai Beach Dr #E5,Lihue,HI,22.011007,-159.33875,559000,1,2,75,"9,036"
Wilcox Rd #131,Lihue,HI,21.960077,-159.35435,543000,2,2,85,"9,036"
Rice St #108,Lihue,HI,21.97494,-159.3686,555000,3,2,116,"9,036"
Manawalea St APT 804,Lihue,HI,21.95934,-159.3888,735000,3,3,130,"9,036"
Hanalima St APT G202,Lihue,HI,21.959766,-159.39117,450000,2,2,70,"9,036"
Wilcox Rd #71,Lihue,HI,21.960077,-159.35435,439000,2,2,85,"9,036"
E Kawili St APT 17,Hilo,HI,19.703495,-155.07184,255000,3,2,121,"45,248"
Alaoli Way #3111,Lihue,HI,21.95832,-159.3453,995000,4,5,288,"9,036"
Hanalima St APT M103,Lihue,HI,21.959766,-159.39117,350000,2,2,70,"9,036"
Alaoli Way #2203,Lihue,HI,21.95832,-159.3453,445000,3,4,188,"9,036"
Kalanianaole Ave APT 609,Hilo,HI,19.733051,-155.027,450000,2,1,67,"45,248"
Kalakaua Ave APT 115,Honolulu,HI,21.26067,-157.82013,699000,2,2,97,"834,138"
Kalakaua Ave APT 607,Honolulu,HI,21.262875,-157.82133,789000,2,2,103,"834,138"
Pukihae St APT 1306,Hilo,HI,19.73163,-155.08862,299500,2,2,91,"45,248"
255 Kahuhipa St APT A901,Kaneohe,HI,21.415062,-157.80858,460000,2,1,67,"33,540"
316 Kahiko St,Kaneohe,HI,21.386751,-157.79384,895000,1,1,67,"33,540"
342 Lilipuna Rd APT 209,Kaneohe,HI,21.418512,-157.80106,485000,2,1,60,"33,540"
180 Mahalani Pl APT 10,Kaneohe,HI,21.417456,-157.79124,860000,2,3,110,"33,540"
1016 Emepela Way APT 22C,Kaneohe,HI,21.41695,-157.81094,440000,1,1,51,"33,540"
535 Luluku Rd APT A53,Kaneohe,HI,21.400707,-157.80145,420000,2,1,80,"33,540"
159 Meheanu Loop APT 3234,Kaneohe,HI,21.4233,-157.79625,898000,3,2,102,"33,540"
535 Luluku Rd APT L1,Kaneohe,HI,21.400707,-157.80145,429000,2,1,67,"33,540"
267 Kahuhipa St APT C106,Kaneohe,HI,21.413921,-157.80946,625000,3,2,91,"33,540"
420 Hui Iwa St APT A202,Kaneohe,HI,21.437437,-157.82921,405000,2,1,61,"33,540"
24 Puulena St APT 622,Kaneohe,HI,21.420729,-157.80104,850000,3,2,126,"33,540"
024 Puulena St APT 622,Kaneohe,HI,21.421291,-157.8009,850000,3,2,126,"33,540"
001 Puulena St APT B5,Kaneohe,HI,21.422161,-157.79819,516800,2,2,81,"33,540"
535 Luluku Rd APT L3,Kaneohe,HI,21.400707,-157.80145,415000,2,1,67,"33,540"
270 Kahuhipa St APT A611,Kaneohe,HI,21.413588,-157.80948,475000,2,1,75,"33,540"
535 Luluku Rd APT E4,Kaneohe,HI,21.400707,-157.80145,399900,3,2,78,"33,540"
315 Lilipuna Rd APT A103,Kaneohe,HI,21.41995,-157.80057,289000,2,2,89,"33,540"
Kahala Ave APT 263,Honolulu,HI,21.271265,-157.7757,200000,2,2,117,"834,138"
