street_name,city,state,latitude,longitude,price,bedroom_number,bathroom_number,square_meter,population
Burr Oak Rd APT 305B,Hinsdale,IL,41.825546,-87.92152,400000,2,3,174,"17,366"
W 104th St APT 2B,Chicago,IL,41.70376,-87.72014,119900,2,1,84,"8,586,888"
W 110th St UNIT 6,Worth,IL,41.692474,-87.793655,84900,1,1,84,"10,544"
S Lloyd Dr APT 1A,Worth,IL,41.692562,-87.78479,110000,2,1,84,"10,544"
S Lloyd Dr APT 11,Worth,IL,41.693253,-87.78501,95000,2,1,88,"10,544"
S Lloyd Dr APT 8,Worth,IL,41.693058,-87.78499,105000,2,1,84,"10,544"
W Lode Dr APT 1B,Worth,IL,41.695747,-87.789665,122000,2,1,84,"10,544"
S 76th Ave APT 1G,Worth,IL,41.694633,-87.807724,175000,2,2,93,"10,544"
S Ridgeland Ave APT 2D,Worth,IL,41.688843,-87.779236,90000,1,1,74,"10,544"
W 111th St APT 405,Worth,IL,41.690376,-87.80308,108000,2,1,93,"10,544"
S Kedzie Ave #1,Chicago,IL,41.690453,-87.70078,289000,3,2,125,"8,586,888"
Joliet Rd APT 4,La Grange,IL,41.76843,-87.89269,174900,2,2,84,"15,555"
Americana Dr APT 1215,Willowbrook,IL,41.772263,-87.952095,175000,2,2,98,"24,401"
S Calumet Ave #1N,Chicago,IL,41.746353,-87.61689,125000,2,2,167,"8,586,888"
Clarendon Hills Rd APT 209,Willowbrook,IL,41.77081,-87.95374,179000,2,2,91,"24,401"
W Barry Ave APT 3A,Chicago,IL,41.937405,-87.638405,395000,2,2,139,"8,586,888"
N Ashland Ave #2,Chicago,IL,41.942875,-87.66911,550000,3,2,158,"8,586,888"
W Oakdale Ave APT 2,Chicago,IL,41.93535,-87.643196,424900,2,2,121,"8,586,888"
W Highland Ave APT 3B,Chicago,IL,41.996166,-87.786194,215000,2,1,93,"8,586,888"
N Southport Ave APT 3,Chicago,IL,41.94561,-87.664345,779000,3,2,167,"8,586,888"
W Surf St APT 112,Chicago,IL,41.934757,-87.64386,300000,2,1,92,"8,586,888"
N Lincoln Ave UNIT 202,Chicago,IL,41.938854,-87.668106,519000,2,2,158,"8,586,888"
W Buckingham Pl APT 3,Chicago,IL,41.942417,-87.65168,500000,2,2,139,"8,586,888"
N Paulina St APT 2E,Chicago,IL,41.942028,-87.670746,275000,1,2,102,"8,586,888"
W Cornelia Ave APT 1,Chicago,IL,41.946632,-87.64373,325000,2,2,93,"8,586,888"
N Cicero Ave APT 313,Chicago,IL,41.9905,-87.74895,255000,1,1,87,"8,586,888"
Chanticleer Ln #0,Hinsdale,IL,41.784447,-87.91925,345000,2,2,133,"17,366"
N Lake Shore Dr APT 4C,Chicago,IL,41.93641,-87.637474,285000,2,2,121,"8,586,888"
Lake Hinsdale Dr APT 210,Willowbrook,IL,41.76763,-87.95088,229900,2,2,117,"24,401"
W Diversey Pkwy APT 817,Chicago,IL,41.93344,-87.6389,375000,2,2,100,"8,586,888"
N Sheridan Rd APT 1604,Chicago,IL,41.93523,-87.639824,249900,1,1,74,"8,586,888"
W Brompton Ave APT 1S,Chicago,IL,41.947426,-87.644684,529500,4,3,206,"8,586,888"
Knoll Wood Rd APT 203,Willowbrook,IL,41.77714,-87.95084,214995,2,2,86,"24,401"
W Touhy Ave #1B,Chicago,IL,42.011703,-87.78796,179000,1,1,65,"8,586,888"
N Lincoln Ave #3,Chicago,IL,41.93714,-87.66565,790000,3,3,158,"8,586,888"
N Clifton Ave APT 3,Chicago,IL,41.93875,-87.658066,599900,3,3,190,"8,586,888"
W Cornelia Ave #1,Chicago,IL,41.94513,-87.651825,225000,2,1,70,"8,586,888"
N Lake Shore Dr APT 9C,Chicago,IL,41.947235,-87.64308,450000,3,2,167,"8,586,888"
N Fremont St APT 2,Chicago,IL,41.94604,-87.651505,499900,2,2,139,"8,586,888"
W Briar Pl,Chicago,IL,41.93939,-87.64556,465000,2,2,147,"8,586,888"
W Aldine Ave UNIT 2W,Chicago,IL,41.94208,-87.64783,599900,2,2,121,"8,586,888"
W Belmont Ave #3,Chicago,IL,41.93948,-87.665535,600000,2,2,153,"8,586,888"
W Surf St APT 606,Chicago,IL,41.934128,-87.64415,275000,1,1,84,"8,586,888"
N Kenmore Ave APT 1R,Chicago,IL,41.93764,-87.65473,399900,2,2,111,"8,586,888"
N Lake Shore Dr APT 4F,Chicago,IL,41.943897,-87.641335,239000,2,1,93,"8,586,888"
W Kennedy Ln #401,Hinsdale,IL,41.783913,-87.93059,649000,2,3,170,"17,366"
Americana Dr APT 921,Willowbrook,IL,41.772263,-87.952095,199000,2,2,102,"24,401"
N Lake Shore Dr APT 13G,Chicago,IL,41.939583,-87.63907,389000,2,2,135,"8,586,888"
Americana Dr APT 209,Willowbrook,IL,41.772263,-87.952095,167500,2,2,97,"24,401"
W Wellington Ave APT 8E,Chicago,IL,41.936913,-87.63911,265000,1,1,84,"8,586,888"
N Cicero Ave APT 401,Chicago,IL,41.9905,-87.74895,339900,2,3,149,"8,586,888"
N Lake Shore Dr APT 1408,Chicago,IL,41.940655,-87.639885,350000,2,2,116,"8,586,888"
N Pine Grove Ave #2,Chicago,IL,41.934643,-87.64209,625000,3,2,186,"8,586,888"
N Lake Shore Dr APT 15A,Chicago,IL,41.942604,-87.64038,850000,3,3,214,"8,586,888"
W Stratford Pl APT 2B,Chicago,IL,41.944904,-87.64474,384900,2,2,130,"8,586,888"
N Lake Shore Dr APT 6C,Chicago,IL,41.94273,-87.64061,374900,2,2,124,"8,586,888"
N Sheridan Rd APT 1108,Chicago,IL,41.9347,-87.63885,184900,1,1,70,"8,586,888"
E 71st Pl #2,Chicago,IL,41.76486,-87.58878,214000,3,2,130,"8,586,888"
W Fletcher St APT 1E,Chicago,IL,41.939148,-87.661896,750000,3,3,214,"8,586,888"
N Elaine Pl APT 1N,Chicago,IL,41.944912,-87.64736,524500,3,2,223,"8,586,888"
N Halsted St #4N,Chicago,IL,41.93344,-87.64884,825000,3,2,167,"8,586,888"
W Cornelia Ave #3,Chicago,IL,41.945053,-87.66668,325000,2,1,93,"8,586,888"
W Diversey Pkwy APT 1702,Chicago,IL,41.93312,-87.63865,424000,3,2,130,"8,586,888"
W Belmont Ave #2,Chicago,IL,41.940014,-87.66471,589900,3,2,163,"8,586,888"
W Roscoe St APT 2E,Chicago,IL,41.943336,-87.65065,560000,2,2,149,"8,586,888"
W Surf St APT 213,Chicago,IL,41.934757,-87.64386,335000,2,1,93,"8,586,888"
N Sheridan Rd APT 1610,Chicago,IL,41.937416,-87.6391,250000,2,1,74,"8,586,888"
W School St #1,Chicago,IL,41.941807,-87.66711,450000,2,2,123,"8,586,888"
Lake Hinsdale Dr APT 112,Willowbrook,IL,41.76764,-87.94724,250000,3,2,147,"24,401"
Old Surrey Rd #4-1,Hinsdale,IL,41.781265,-87.93419,259000,2,1,97,"17,366"
W Roscoe St APT 1N,Chicago,IL,41.943672,-87.6422,285000,2,1,93,"8,586,888"
N Sheridan Rd APT 3D,Chicago,IL,41.937973,-87.6399,499900,2,2,177,"8,586,888"
W Roscoe St APT 3,Chicago,IL,41.943344,-87.65022,549000,2,2,130,"8,586,888"
N Lake Shore Dr APT 1D,Chicago,IL,41.947235,-87.64308,525000,3,3,167,"8,586,888"
Grove Ave UNIT 3,Brookfield,IL,41.807762,-87.841545,127500,1,1,56,"38,626"
N Lake Shore Dr APT 13E,Chicago,IL,41.939095,-87.63857,345000,2,2,153,"8,586,888"
N Southport Ave APT 4N,Chicago,IL,41.942986,-87.664246,620000,2,2,153,"8,586,888"
W Cornelia Ave APT 1210,Chicago,IL,41.9458,-87.64407,255000,3,2,130,"8,586,888"
N Greenview Ave APT 3S,Chicago,IL,41.932697,-87.66621,695000,3,2,186,"8,586,888"
45th Pl UNIT 4,Brookfield,IL,41.80903,-87.84145,105000,1,1,69,"38,626"
N Lake Shore Dr APT 1620,Chicago,IL,41.947845,-87.64352,237500,1,1,84,"8,586,888"
N Lake Shore Dr APT 508,Chicago,IL,41.940655,-87.639885,354900,2,2,116,"8,586,888"
W Roscoe St APT 2N,Chicago,IL,41.94302,-87.643585,219000,1,1,81,"8,586,888"
N Lakewood Ave #2,Chicago,IL,41.9349,-87.661644,750000,3,3,186,"8,586,888"
W Nelson St #2R,Chicago,IL,41.937347,-87.66025,465000,3,2,121,"8,586,888"
W Roscoe St APT 3,Chicago,IL,41.943825,-87.652916,525000,2,2,139,"8,586,888"
W Belmont Ave APT 2F,Chicago,IL,41.940323,-87.64862,714900,4,3,223,"8,586,888"
N Racine Ave APT 2,Chicago,IL,41.944138,-87.659325,400000,2,2,111,"8,586,888"
N Commonwealth Ave APT 4B,Chicago,IL,41.935127,-87.63831,725000,3,3,242,"8,586,888"
N Lake Shore Dr APT 2504,Chicago,IL,41.947845,-87.64352,187500,1,1,80,"8,586,888"
N Lake Shore Dr APT 12K,Chicago,IL,41.944057,-87.64157,199000,1,1,84,"8,586,888"
N Ashland Ave APT 4S,Chicago,IL,41.936485,-87.66816,550000,3,2,149,"8,586,888"
W Roscoe St #1,Chicago,IL,41.943108,-87.66747,925000,4,3,228,"8,586,888"
W Surf St APT 702,Chicago,IL,41.934128,-87.64415,214900,1,1,74,"8,586,888"
N Lake Shore Dr APT 12B,Chicago,IL,41.947426,-87.64306,599700,2,2,186,"8,586,888"
N Halsted St APT D802,Chicago,IL,41.941017,-87.64946,599000,2,2,139,"8,586,888"
W Belmont Ave APT 3,Chicago,IL,41.939854,-87.67619,535000,3,2,158,"8,586,888"
N Lake Shore Dr APT 4D,Chicago,IL,41.947235,-87.64308,348800,2,2,167,"8,586,888"
N Lake Shore Dr APT 2004,Chicago,IL,41.947845,-87.64352,245000,1,1,79,"8,586,888"
W Roscoe St APT 324,Chicago,IL,41.94344,-87.675644,449000,2,2,121,"8,586,888"
N Lake Shore Dr APT 30A,Chicago,IL,41.939095,-87.63857,910000,3,3,195,"8,586,888"
N Lake Shore Dr APT 5A,Chicago,IL,41.945557,-87.642136,479900,2,2,163,"8,586,888"
N Lincoln Ave APT 203,Chicago,IL,41.93953,-87.66814,259900,1,1,75,"8,586,888"
W Wellington Ave APT 4C,Chicago,IL,41.936913,-87.63911,219900,1,1,84,"8,586,888"
W Flournoy St #A,Chicago,IL,41.87293,-87.68667,210000,2,1,82,"8,586,888"
W Surf St APT 309,Chicago,IL,41.934795,-87.643715,349900,2,2,118,"8,586,888"
W Roscoe St APT 1E,Chicago,IL,41.94314,-87.66495,829000,3,3,279,"8,586,888"
N Lakewood Ave APT 3C,Chicago,IL,41.93359,-87.66089,825000,3,3,204,"8,586,888"
S Maplewood Ave APT 1E,Chicago,IL,41.874405,-87.69038,245000,3,2,107,"8,586,888"
W Surf St #C004,Chicago,IL,41.934616,-87.64374,239000,2,1,107,"8,586,888"
N Lake Shore Dr APT 303,Chicago,IL,41.947845,-87.64352,175000,1,1,77,"8,586,888"
W Melrose St #B,Chicago,IL,41.940804,-87.647675,579000,3,2,146,"8,586,888"
Spathis Dr #3-2H,Palos Hills,IL,41.688023,-87.83244,215000,2,2,130,"17,172"
S Brooklodge Ln APT 2B2,Palos Hills,IL,41.697456,-87.81532,140000,2,1,93,"17,172"
N Rockwell St APT 401,Chicago,IL,41.892746,-87.69191,499900,2,2,125,"8,586,888"
Four Seasons Blvd,Aurora,IL,41.739468,-88.27811,169900,3,2,108,"379,434"
W Grand Ave UNIT 402,Chicago,IL,41.890945,-87.68135,315000,2,1,93,"8,586,888"
W George St #A,Chicago,IL,41.934498,-87.667786,669000,3,2,242,"8,586,888"
W Harrison St #1,Chicago,IL,41.87359,-87.689835,319900,3,3,210,"8,586,888"
W Surf St APT 1,Chicago,IL,41.934055,-87.64237,500000,2,2,125,"8,586,888"
W Cornelia Ave APT 206,Chicago,IL,41.9458,-87.64407,135000,1,1,65,"8,586,888"
W Fillmore St #1,Chicago,IL,41.86816,-87.686806,395500,3,3,125,"8,586,888"
N Lake Shore Dr APT 915,Chicago,IL,41.933067,-87.636566,255000,1,1,84,"8,586,888"
Serendipity Dr,Aurora,IL,41.739464,-88.27613,186000,3,2,99,"379,434"
N Lake Shore Dr APT 10A,Chicago,IL,41.946854,-87.64288,557500,3,3,232,"8,586,888"
W Aldine Ave APT 2A,Chicago,IL,41.942146,-87.64083,449000,3,3,203,"8,586,888"
Mobile Ave APT 1A,Oak Lawn,IL,41.731903,-87.77826,179000,2,2,93,"55,432"
Nottingham Ave APT 10,Chicago Ridge,IL,41.71479,-87.79666,140000,2,1,93,"14,028"
W Surf St APT 609,Chicago,IL,41.934795,-87.643715,845000,2,2,279,"8,586,888"
W Roscoe St APT 2W,Chicago,IL,41.943027,-87.64268,789000,3,3,265,"8,586,888"
McVicker Ave APT 1S,Chicago Ridge,IL,41.70328,-87.77033,124900,2,1,84,"14,028"
Willow Dr #48C,Palos Hills,IL,41.686733,-87.82242,229999,2,2,158,"17,172"
W Grand Ave UNIT 308,Chicago,IL,41.890972,-87.681366,360000,2,2,115,"8,586,888"
W Grenshaw St APT 2W,Chicago,IL,41.867775,-87.68675,250000,2,2,130,"8,586,888"
W Lexington St APT 3,Chicago,IL,41.871815,-87.68651,235000,2,2,98,"8,586,888"
Candlelight Cir #1957,Montgomery,IL,41.723747,-88.41788,234900,3,3,163,"253,540"
Saratoga Ave #B-110,Downers Grove,IL,41.813873,-88.01358,120000,2,1,98,"49,263"
W Harrison St APT 3,Chicago,IL,41.874184,-87.68805,259000,2,2,125,"8,586,888"
Gallant Fox Cir #0,Montgomery,IL,41.719673,-88.40922,219900,2,3,131,"253,540"
Saratoga Ave #D-214,Downers Grove,IL,41.815765,-88.01395,154900,2,1,107,"49,263"
Marshall Ave UNIT 11,Chicago Ridge,IL,41.70202,-87.76994,145000,2,1,102,"14,028"
Nashville Ave APT 5,Chicago Ridge,IL,41.70109,-87.78471,129000,2,1,74,"14,028"
Maple Ave APT 15A,Downers Grove,IL,41.786407,-88.05287,159000,2,2,84,"49,263"
Nottingham Ave APT 3F,Chicago Ridge,IL,41.715443,-87.796326,129900,2,2,102,"14,028"
S 84th Ter APT 214,Palos Hills,IL,41.70963,-87.82808,109000,1,1,79,"17,172"
W 85th Pl APT 2B,Bridgeview,IL,41.7359,-87.80272,115500,2,1,93,"15,576"
S 84th Ave APT 1A,Palos Hills,IL,41.688927,-87.824715,99900,1,1,77,"17,172"
Sheffield Dr APT 1S,Palos Hills,IL,41.70106,-87.81534,225000,4,2,168,"17,172"
N Northwest Hwy #3W,Chicago,IL,42.00492,-87.819244,190000,2,1,93,"8,586,888"
S Roberts Rd APT 3SW,Hickory Hills,IL,41.71998,-87.81755,145000,2,1,77,"14,253"
N Claremont Ave APT 2,Chicago,IL,41.89139,-87.68516,419900,2,2,121,"8,586,888"
S Kedzie Ave #2,Chicago,IL,41.8716,-87.70619,179900,3,2,167,"8,586,888"
W Ohio St #1W,Chicago,IL,41.89245,-87.68156,600000,3,3,223,"8,586,888"
N Olmsted Ave APT 202,Chicago,IL,42.004173,-87.81994,195000,2,1,93,"8,586,888"
W Lexington St APT 4,Chicago,IL,41.871815,-87.68641,260000,2,2,116,"8,586,888"
N Northwest Hwy APT 2F,Chicago,IL,42.00547,-87.82109,235000,2,1,93,"8,586,888"
Mobile Ave APT B,Oak Lawn,IL,41.73293,-87.77825,130000,2,2,102,"55,432"
Brooks Ln APT C3,Chicago Ridge,IL,41.69952,-87.78721,139999,2,1,84,"14,028"
N Northwest Hwy APT 1G,Chicago,IL,41.999496,-87.810005,194500,2,1,116,"8,586,888"
Mayfield Ave APT S101,Oak Lawn,IL,41.718834,-87.7683,189900,2,2,116,"55,432"
Saratoga Ave APT 208,Downers Grove,IL,41.815765,-88.01395,170000,2,1,107,"49,263"
W Bryn Mawr Ave APT 710,Chicago,IL,41.98051,-87.8444,312000,2,2,140,"8,586,888"
Melvina Ave APT C2,Oak Lawn,IL,41.72109,-87.77467,189800,2,2,84,"55,432"
S 84th Ave APT 1B,Palos Hills,IL,41.688927,-87.824715,115000,1,1,79,"17,172"
Saratoga Ave #B-105,Downers Grove,IL,41.813873,-88.01358,139900,1,1,75,"49,263"
Ogden Ave APT 12,Downers Grove,IL,41.804985,-88.04303,110000,1,1,87,"49,263"
W 99th Ter #35-207,Palos Hills,IL,41.70963,-87.82808,119600,2,1,97,"17,172"
Curtiss St UNIT 407,Downers Grove,IL,41.794804,-88.00836,289000,1,2,84,"49,263"
Ridgeland Ave UNIT 1B,Chicago Ridge,IL,41.699017,-87.77986,135000,2,2,102,"14,028"
Maple Ave APT 18C,Downers Grove,IL,41.786926,-88.0545,129000,2,1,74,"49,263"
Rogers St UNIT 411,Downers grove,IL,41.796467,-88.00991,419900,2,2,144,"49,263"
S 79th Ave APT 1B,Hickory Hills,IL,41.719845,-87.81589,215000,2,2,111,"14,253"
Walnut Ave APT 19B,Downers Grove,IL,41.789856,-88.05485,144000,2,1,77,"49,263"
Maple Ave APT L,Downers Grove,IL,41.794434,-88.00297,128500,1,1,70,"49,263"
Saratoga Ave APT 212A,Downers Grove,IL,41.8106,-88.01465,179900,2,2,104,"49,263"
Maple Ave #214,Downers Grove,IL,41.79227,-88.00894,475000,2,2,139,"49,263"
Rogers St UNIT 505,Downers Grove,IL,41.796402,-88.009964,575000,3,2,168,"49,263"
N Olmsted Ave APT 3B,Chicago,IL,42.00342,-87.818665,179999,2,1,84,"8,586,888"
N Niagara Ave APT 207,Chicago,IL,41.993633,-87.79955,219000,2,2,102,"8,586,888"
N Ozark Ave APT 2G,Chicago,IL,42.004456,-87.8204,139000,1,1,74,"8,586,888"
N Northwest Hwy APT 3F,Chicago,IL,42.0053,-87.8208,179900,2,1,93,"8,586,888"
N Odell Ave UNIT 2A,Chicago,IL,41.98955,-87.80961,133500,1,1,70,"8,586,888"
W Raven St UNIT 2K,Chicago,IL,41.99239,-87.79825,177900,2,1,92,"8,586,888"
N Northwest Hwy APT 5A,Chicago,IL,41.998486,-87.810104,218900,2,2,93,"8,586,888"
N Northwest Hwy APT 3F,Chicago,IL,41.99928,-87.811356,148900,1,1,111,"8,586,888"
Marshall Ave UNIT 202,Chicago Ridge,IL,41.704533,-87.774475,135000,2,1,84,"14,028"
Saratoga Ave APT 203,Downers Grove,IL,41.815765,-88.01395,159000,2,1,107,"49,263"
Cottonwood Dr UNIT A,Palos Hills,IL,41.686733,-87.82242,199000,3,2,158,"17,172"
Walnut Ave APT 23E,Downers Grove,IL,41.789856,-88.05485,167000,2,2,98,"49,263"
Sycamore Ln UNIT B,Palos Hills,IL,41.686733,-87.82242,189900,2,2,116,"17,172"
W 95th St APT 303,Oak Lawn,IL,41.72002,-87.79564,169900,2,2,111,"55,432"
Maple Ave #302,Downers Grove,IL,41.79227,-88.00894,473000,2,2,113,"49,263"
Forest Ave UNIT 4B,Downers Grove,IL,41.797344,-88.01151,659000,2,3,240,"49,263"
N Northwest Hwy APT A3,Chicago,IL,41.99803,-87.809265,134500,1,1,79,"8,586,888"
N Harlem Ave APT 2W,Chicago,IL,42.000404,-87.80627,145000,1,1,74,"8,586,888"
N Ozark Ave APT 2A,Chicago,IL,42.004463,-87.82041,239000,2,2,116,"8,586,888"
100th St APT 102,Chicago Ridge,IL,41.709934,-87.79436,69900,2,1,84,"14,028"
N Northwest Hwy APT 4,Chicago,IL,41.998295,-87.80977,189900,2,1,88,"8,586,888"
W Bryn Mawr Ave APT 705,Chicago,IL,41.980793,-87.84622,309900,2,2,139,"8,586,888"
Stony Creek Dr APT 3B,Palos Hills,IL,41.69194,-87.822525,199900,2,2,102,"17,172"
N Northwest Hwy APT 1F,Chicago,IL,41.99976,-87.81075,209000,2,2,88,"8,586,888"
N Overhill Ave APT 2C,Chicago,IL,42.005295,-87.81847,214000,2,1,89,"8,586,888"
N Odell Ave #6,Chicago,IL,41.989014,-87.809525,129900,1,1,84,"8,586,888"
W Fillmore St #2,Chicago,IL,41.868614,-87.688385,419900,3,3,223,"8,586,888"
W Raven St,Chicago,IL,41.99239,-87.79825,159500,2,1,88,"8,586,888"
W Washington Blvd #1,Chicago,IL,41.88253,-87.70293,185000,2,2,130,"8,586,888"
W Grand Ave UNIT 502,Chicago,IL,41.890972,-87.681366,315000,2,1,93,"8,586,888"
S Kedzie Ave #3,Chicago,IL,41.87171,-87.70605,187000,3,2,153,"8,586,888"
N Northwest Hwy APT E3,Chicago,IL,41.99803,-87.809265,115000,1,1,70,"8,586,888"
S Kedzie Ave #1,Chicago,IL,41.869274,-87.7054,228000,3,2,167,"8,586,888"
O'Gorman Dr #2E,Palos Hills,IL,41.6886,-87.83194,189900,3,2,167,"17,172"
Nottingham Ave APT 18,Chicago Ridge,IL,41.71255,-87.79672,104900,2,1,93,"14,028"
Birmingham St APT 2C,Chicago Ridge,IL,41.703415,-87.77816,74900,2,1,71,"14,028"
Kingery Quarter APT 207,Willowbrook,IL,41.720024,-87.95202,139900,3,2,114,"24,401"
S River St UNIT 404,Aurora,IL,41.755478,-88.32128,237500,2,2,113,"379,434"
Birchwood Ct UNIT D,Willowbrook,IL,41.758198,-87.941284,255000,3,2,142,"24,401"
S River St UNIT 206,Aurora,IL,41.7554,-88.321075,215000,2,2,101,"379,434"
Carriage Way Dr #C105,Burr Ridge,IL,41.76346,-87.912506,299500,3,2,130,"10,761"
S Western Ave UNIT 201,Chicago,IL,41.88048,-87.68676,269000,2,2,125,"8,586,888"
W Franklin Blvd APT 2E,Chicago,IL,41.890648,-87.70346,240000,2,2,111,"8,586,888"
W Washington Blvd #2,Chicago,IL,41.882633,-87.69443,240000,2,2,111,"8,586,888"
020 S Frontage Rd #107,Willowbrook,IL,41.74303,-87.9478,124900,2,1,85,"24,401"
Village Center Dr UNIT 202,Willowbrook,IL,41.75541,-87.91292,579900,2,2,174,"24,401"
S Central Park Ave #301,Chicago,IL,41.8492,-87.71528,189000,2,2,102,"8,586,888"
Village Center Dr UNIT 314,Burr Ridge,IL,41.75541,-87.91292,950000,3,3,221,"10,761"
W Warren Blvd #301,Chicago,IL,41.881645,-87.7042,199900,3,2,121,"8,586,888"
Kingery Quarter APT 106,Willowbrook,IL,41.720024,-87.95202,110000,1,1,73,"24,401"
Kingery Quarter APT 207,Willowbrook,IL,41.72003,-87.95203,140000,3,2,111,"24,401"
101 Lake Dr APT 22-208,Willowbrook,IL,41.74303,-87.9478,120000,2,1,85,"24,401"
S Adams St UNIT B,Willowbrook,IL,41.758198,-87.941284,235000,3,2,124,"24,401"
Lily Ct,Minooka,IL,41.436516,-88.27124,249900,2,3,125,"11,069"
Willow Way Ln #4-A,Willowbrook,IL,41.758205,-87.94129,220000,2,2,123,"24,401"
Village Center Dr UNIT 317,Burr Ridge,IL,41.75146,-87.91284,399900,2,2,111,"10,761"
Kingery Quarter APT 102,Willowbrook,IL,41.720024,-87.95202,127000,2,1,96,"24,401"
W Cermak Rd #3,Chicago,IL,41.85204,-87.717766,110000,3,1,111,"8,586,888"
S Sacramento Blvd #2,Chicago,IL,41.878674,-87.7015,149900,2,2,93,"8,586,888"
N Oakley Blvd #4,Chicago,IL,41.893513,-87.68465,529000,2,2,130,"8,586,888"
W Washington Blvd UNIT 1,Chicago,IL,41.882523,-87.70394,149900,3,3,152,"8,586,888"
S Kedzie Ave #2,Chicago,IL,41.869423,-87.70541,239000,3,3,141,"8,586,888"
W Franklin Blvd #1,Chicago,IL,41.89065,-87.70329,348900,4,3,242,"8,586,888"
Village Center Dr UNIT 405,Burr Ridge,IL,41.75541,-87.91292,519000,2,3,167,"10,761"
Kingery Quarter APT 107,Willowbrook,IL,41.72003,-87.95203,130000,3,2,111,"24,401"
Maplewood Ct #35-C,Willowbrook,IL,41.758205,-87.94129,250000,2,2,116,"24,401"
W Flournoy St APT 1,Chicago,IL,41.873234,-87.68666,250000,2,2,111,"8,586,888"
220 S Frontage Rd APT 207,Willowbrook,IL,41.74304,-87.94781,139900,2,1,85,"24,401"
220 S Frontage Rd APT 18-204,Willowbrook,IL,41.74304,-87.94781,120000,1,1,63,"24,401"
540 Lake Dr APT 9-108,Willowbrook,IL,41.74303,-87.9478,135000,2,1,85,"24,401"
641 Mockingbird Ln APT 201,Willowbrook,IL,41.716545,-87.949684,215000,3,2,111,"24,401"
W Congress Pkwy APT 1,Chicago,IL,41.874733,-87.689285,222000,2,2,102,"8,586,888"
N Glen Cir APT B,Aurora,IL,41.77533,-88.34738,129900,3,1,98,"379,434"
N Lake Shore Dr APT 14N,Chicago,IL,41.944057,-87.64157,170000,1,1,74,"8,586,888"
S Sheffield Dr #201,Homer Glen,IL,41.63312,-87.92564,269900,2,2,157,"24,521"
Fernwood Dr #1,Bolingbrook,IL,41.693504,-88.07404,129000,4,1,110,"74,319"
W Surf St APT 902,Chicago,IL,41.934128,-87.64415,211200,1,1,84,"8,586,888"
W Briar Pl #3,Chicago,IL,41.93882,-87.648155,599900,3,2,144,"8,586,888"
W Oakdale Ave APT 3K,Chicago,IL,41.93569,-87.650536,229900,1,1,65,"8,586,888"
N Pine Grove Ave #1,Chicago,IL,41.947586,-87.64573,575333,2,2,139,"8,586,888"
W Aldine Ave APT 1,Chicago,IL,41.941525,-87.65017,649000,3,3,214,"8,586,888"
W Belmont Ave APT 305,Chicago,IL,41.939194,-87.6701,439000,2,2,126,"8,586,888"
Algonquin Ct UNIT A,Bolingbrook,IL,41.705345,-88.08811,160000,2,1,106,"74,319"
W Stratford Pl APT 404,Chicago,IL,41.945374,-87.64328,185000,1,1,74,"8,586,888"
W Wolfram St #A,Chicago,IL,41.933624,-87.665115,699999,3,3,223,"8,586,888"
N Sheffield Ave APT 1N,Chicago,IL,41.933174,-87.65423,425000,2,2,102,"8,586,888"
N Sheffield Ave #2,Chicago,IL,41.937366,-87.65381,725000,2,2,130,"8,586,888"
W Roscoe St APT 2E,Chicago,IL,41.943905,-87.64827,499000,2,2,130,"8,586,888"
N Reta Ave APT 1,Chicago,IL,41.94692,-87.65033,724000,4,3,192,"8,586,888"
N Sheffield Ave APT 2,Chicago,IL,41.942085,-87.65383,469000,2,2,119,"8,586,888"
Sheffield Dr APT 301,Homer Glen,IL,41.633232,-87.926056,278000,2,2,157,"24,521"
N Sheridan Rd APT 4B,Chicago,IL,41.939228,-87.63995,275000,2,2,121,"8,586,888"
W George St #3,Chicago,IL,41.934216,-87.652695,525000,2,2,139,"8,586,888"
W Brompton Ave APT 1S,Chicago,IL,41.946102,-87.64825,515000,2,3,167,"8,586,888"
W Cornelia Ave APT 3,Chicago,IL,41.945553,-87.660934,670000,2,2,139,"8,586,888"
N Lake Shore Dr APT 29D,Chicago,IL,41.939095,-87.63857,489900,2,2,153,"8,586,888"
W Buckingham Pl APT 1E,Chicago,IL,41.943043,-87.645676,649000,3,3,232,"8,586,888"
Chippewa Ct UNIT B,Bolingbrook,IL,41.703907,-88.088974,175000,2,1,90,"74,319"
Sheridan Dr APT 1D,Willowbrook,IL,41.75042,-87.955864,209000,2,2,107,"24,401"
Canterbury Ln APT 3,Bolingbrook,IL,41.692085,-88.0825,149900,2,1,84,"74,319"
W Cermak Rd #3,Chicago,IL,41.85131,-87.7216,89000,3,2,158,"8,586,888"
Symphony Dr,Aurora,IL,41.73521,-88.28056,199900,3,2,128,"379,434"
Elkhorn Ct UNIT A,Bolingbrook,IL,41.7038,-88.0908,200000,2,1,90,"74,319"
Serendipity Dr,Aurora,IL,41.737106,-88.27593,200000,3,3,135,"379,434"
W Oakdale Ave APT 1W,Chicago,IL,41.93531,-87.64376,335000,2,1,130,"8,586,888"
N Lake Shore Dr APT 7E,Chicago,IL,41.947277,-87.642845,249900,1,1,106,"8,586,888"
W Surf St #1,Chicago,IL,41.93405,-87.64317,324900,2,1,114,"8,586,888"
N Halsted St APT 201,Chicago,IL,41.939583,-87.64892,650000,3,3,167,"8,586,888"
