Code,NumberOfHouseholds,HouseholdMedianIncome,HouseholdMeanIncome,NumberOfFamilies,FamilyMedianIncome,FamilyMeanIncome,NonFamilyHousehold,NonFamilyHouseholdMediumIncome,NonFamilyHouseholdMeanIncome
7081,6797,123212,140489,4998,145024,162675,1799,53453,74307
7080,8198,108244,118940,6634,125298,130994,1564,51136,62763
7079,5201,150469,208149,3596,183492,262045,1605,47629,80370
7078,4186,"250,000+",413088,3810,"250,000+",434671,376,119792,182911
7077,984,95505,102022,715,95953,102881,269,59298,69520
7076,8584,139349,175344,6540,162250,203639,2044,55061,83329
7075,3408,119840,136053,2593,146233,153535,815,69175,77149
7074,836,72000,86451,649,80813,92965,187,38958,56212
7073,4319,76777,92821,2646,97548,109144,1673,40352,60817
7072,2318,103720,116305,1571,122004,130631,747,64821,76556
7071,9043,90181,107299,6174,102537,124993,2869,56468,65896
7070,6835,106817,130170,4819,118893,146245,2016,59417,79480
7069,2117,138808,185636,1638,157987,207917,479,50821,102203
7068,2237,142776,172176,1837,160685,189641,400,66172,91970
7067,6026,108125,123027,4792,121691,135944,1234,61611,67221
7066,6043,106764,131915,4026,132099,158605,2017,66672,76928
7065,11621,77393,98129,7526,94247,117328,4095,47336,57976
7064,1283,106544,106581,1081,119052,114132,202,60427,58656
7063,3902,65320,90461,3044,68929,95136,858,49310,63122
7062,3994,80521,95471,2905,88287,102071,1089,44196,64960
7060,15315,61953,78826,10327,73449,86814,4988,34304,53023
7059,5298,160921,247154,4490,184348,269174,808,73966,109960
7058,2114,153500,164149,1719,162865,173031,395,0,102209
7057,4781,72389,93070,2962,85014,109350,1819,58563,63454
7055,19837,44832,63776,15080,44003,66642,4757,24411,38233
7054,11222,98178,123532,7707,117057,147770,3515,62645,68258
7052,16804,103956,136267,12064,124372,157347,4740,47177,75706
7050,11831,43568,58147,7211,44808,63441,4620,30443,42486
7047,21992,66669,86953,14990,77655,97093,7002,40044,56176
7046,1385,225069,300627,1254,249423,317502,131,0,127207
7045,3549,155565,201678,2802,184718,235355,747,46973,75326
7044,5349,133496,171171,3583,167564,215735,1766,57299,76885
7043,4057,211094,278263,3335,243854,311722,722,101316,111728
7042,10054,114074,164593,6227,141942,194380,3827,73668,111157
7041,2537,160469,213215,1855,218893,258489,682,66905,88582
7040,8110,149182,190383,6205,189223,219956,1905,63322,85650
7039,10280,168120,224785,8453,202672,252095,1827,72695,93210
7036,15503,73885,86389,11096,85238,96417,4407,42539,53315
7035,3850,100248,108673,2630,115156,122857,1220,64702,73726
7034,3750,80370,99062,2443,97078,117344,1307,56141,63076
7033,2727,95590,100247,2048,102183,100970,679,73341,83223
7032,13698,73514,87737,10381,77179,93026,3317,47332,61807
7031,6376,87589,109184,4499,98860,123664,1877,61100,71740
7030,24983,153438,196772,11181,200132,250868,13802,122266,151080
7029,8262,66521,88823,5251,65718,92559,3011,61985,75428
7028,2441,210068,271764,2163,222713,293905,278,71324,96264
7027,1782,90732,113025,1134,116724,130850,648,66818,76373
7026,11670,64236,85469,8421,70906,92400,3249,41880,59131
7024,17396,88457,116328,9954,112464,141772,7442,61150,78942
7023,2604,171023,187945,2166,193092,208296,438,76951,84228
7022,5395,58072,83693,3468,58911,93411,1927,31458,56667
7021,693,215521,305285,551,248393,353203,142,78929,119304
7020,6046,130267,159313,3563,150915,175548,2483,102739,132909
7018,10720,49464,62821,5824,58210,75787,4896,30072,43707
7017,13722,53367,65485,8010,63046,71190,5712,39554,51915
7016,9079,132539,165377,6474,170705,198543,2605,56151,80482
7014,1788,98526,120034,1213,98942,116973,575,89654,125669
7013,10335,99886,119202,6893,119621,136274,3442,55281,80789
7012,4896,89153,104991,3350,107019,122378,1546,56196,66111
7011,12662,62353,82218,9633,75454,88376,3029,26642,51328
7010,10592,83989,113016,6877,91464,118921,3715,58973,95842
7009,4525,146432,166075,3241,168750,199185,1284,54545,78413
7008,8036,76276,84817,5692,80000,93350,2344,52109,58954
7006,9573,130723,173476,6952,154649,198651,2621,64386,98814
7005,5488,104531,138199,3721,129132,163870,1767,54816,79695
7004,2854,95969,133078,2198,120348,151447,656,67613,69324
7003,18732,82114,105513,11992,99882,123848,6740,56742,68736
7002,24784,69511,88541,16243,80661,100116,8541,44489,60438
7001,5145,72203,87666,3468,82500,101987,1677,35461,53880
6907,3229,81275,116385,2112,117500,140284,1117,41563,67259
6906,3476,94271,111450,2578,100568,119838,898,61935,77901
6905,7488,122238,158246,4903,152845,188198,2585,77147,98691
6903,5068,196964,271501,4311,213819,292698,757,75114,138346
6902,27532,83227,121148,16451,86349,132412,11081,68219,97517
6901,4065,68306,105017,1299,90017,134639,2766,55548,90912
6897,5955,204473,277581,4924,232868,310549,1031,71083,111648
6896,3401,135829,196317,2638,161713,226813,763,69609,89488
6890,1679,192443,281565,1224,238125,332264,455,140964,144174
6883,3531,207863,298440,2927,221932,316907,604,109750,199775
6880,10127,217546,322742,7761,"250,000+",373253,2366,82105,148170
6878,2583,"250,000+",362426,2100,"250,000+",388764,483,111750,236998
6877,9250,152760,223052,7137,185313,255390,2113,67346,95354
6870,2712,217778,307142,2050,"250,000+",369571,662,80949,113228
6856,0,0,0,0,0,0,0,0,0
6855,3553,73542,114687,2174,90947,138539,1379,45143,72555
6854,10682,74597,110667,7571,73348,110678,3111,68720,104963
6853,1472,220988,342549,1022,"250,000+",417140,450,60781,172404
6851,10792,93516,129875,6730,121064,156249,4062,62318,81335
6850,7862,101305,140163,4978,118143,164303,2884,74562,96293
6840,6855,200203,335805,5273,"250,000+",397080,1582,84000,128349
6831,5133,205360,341889,4171,219613,377783,962,83162,175596
6830,9438,128377,277546,6302,172143,330671,3136,72963,166324
6825,7294,114464,148198,5410,140733,172678,1884,54813,69342
6824,12173,148231,216226,8962,180278,257353,3211,76656,98223
6820,6945,243750,404109,5793,"250,000+",460023,1152,62857,120137
6812,4693,114583,149471,3865,127658,161114,828,59643,92555
6811,11554,94030,120309,8100,106143,133491,3454,62234,86565
6810,19473,63814,81004,11855,70848,91925,7618,46888,59695
6807,2611,137132,224559,1988,193452,268857,623,68036,80014
6804,6268,114833,148560,4913,128676,166916,1355,63910,78243
6801,7221,94647,116259,5008,117793,134162,2213,43258,68143
6798,4533,100850,129311,2844,112911,159505,1689,67750,76259
6796,480,92212,171434,332,121250,211201,148,68250,82139
6795,5435,72917,105504,3708,104615,123614,1727,45292,61027
6794,396,58553,105074,240,103750,141772,156,43661,48617
6793,523,126125,222470,307,174375,273240,216,67222,140272
6791,2038,110652,129835,1678,120300,137970,360,59800,83953
6790,14344,60841,77184,8773,79814,91487,5571,38367,52374
6787,3072,70674,93551,1978,92950,115435,1094,39025,49535
6786,4076,76250,92995,2524,102071,111430,1552,40208,60432
6785,240,68125,126944,154,46316,159404,86,82596,68817
6784,1605,117474,200958,1081,123542,228607,524,81615,138648
6783,958,107500,160475,534,149375,195064,424,71250,116913
6782,785,98417,101909,510,106757,123753,275,33090,59795
6779,3555,67284,91334,2194,84444,117042,1361,31775,46784
6778,589,74375,100926,417,117698,118235,172,41091,53213
6777,628,114167,172571,398,126087,199518,230,100625,125941
6776,9856,92418,115317,7203,107773,131814,2653,55344,67695
6770,11917,77605,91040,8129,91089,101602,3788,41831,60874
6763,773,80469,110867,490,104265,139295,283,50365,57417
6762,2889,120697,140656,2055,139013,170602,834,39808,60993
6759,2354,95147,125921,1550,116635,154822,804,43667,67645
6758,118,141136,142231,97,140795,140548,21,160536,150005
6757,1037,78697,136727,569,101287,190019,468,53542,70805
6756,968,118452,165466,743,149135,193037,225,54297,64583
6755,321,108516,116847,276,99939,121253,45,0,58958
6754,694,98750,145549,557,108861,154690,137,44375,106142
6752,730,130270,179892,527,131446,176349,203,89297,186152
6751,1342,92237,117347,908,125278,148957,434,31765,43783
6750,472,83167,106783,242,121625,159287,230,26667,51541
6716,6405,96014,108477,4372,113636,131471,2033,40231,55179
6712,3314,107188,118295,2530,124798,135432,784,48516,61460
6710,3403,42514,57968,1946,49951,68842,1457,22566,37450
6708,11453,56658,73786,7266,70814,86299,4187,39288,48551
6706,5151,48174,59373,3456,52378,64398,1695,34173,44378
6705,10469,48417,59632,5737,63414,69879,4732,31958,45377
6704,9868,42218,59936,6441,50111,61465,3427,27460,52422
6702,1779,11663,17928,378,14257,20063,1401,10750,17352
6615,7301,69355,90414,4888,73947,95932,2413,59870,74350
6614,12686,90623,106866,8736,112074,124928,3950,50603,62322
6612,2702,168654,212119,2249,200411,231049,453,66935,104454
6611,11942,129583,153155,9883,143523,167565,2059,49242,79266
6610,8801,47083,63009,5399,57029,73299,3402,33409,39800
6608,4700,37541,60229,3156,42285,72713,1544,16154,29991
6607,2842,44236,49835,2107,45368,51815,735,23144,35140
6606,16421,58541,74199,11220,64008,80166,5201,42935,54768
6605,8968,46764,68418,5297,48319,77563,3671,37014,50908
6604,9903,31787,54428,5090,45977,68174,4813,21556,37700
6525,2935,169155,205541,2460,174464,217169,475,93594,122459
6524,1860,151034,211576,1581,154566,227745,279,75139,107156
6519,5145,34886,58791,3420,38981,55140,1725,22312,58480
6518,6476,82321,103915,3833,110492,130508,2643,47708,61783
6517,5683,85343,116673,3518,104904,140321,2165,46732,72612
6516,19729,64255,78871,12564,75394,91250,7165,41988,53706
6515,6327,55373,83095,3538,73427,94591,2789,43407,65978
6514,9976,73962,88818,6110,94486,104094,3866,54781,62109
6513,15135,42149,56379,8465,49771,63748,6670,31123,44009
6512,11032,64017,83145,6682,83284,98249,4350,46200,55776
6511,20397,46842,73931,9472,53522,96243,10925,34601,51704
6510,1578,73438,108246,367,162063,190916,1211,54153,83109
6498,3491,73631,115795,1967,125758,166720,1524,43929,47831
6492,18375,83054,99611,11485,107059,123017,6890,47040,57998
6489,12538,104923,123823,9153,123851,143383,3385,46637,64054
6488,8019,102128,132278,5201,135366,166147,2818,42274,65987
6484,16516,98873,119386,11109,119036,143780,5407,48807,66087
6483,6297,80396,102851,4023,103945,126703,2274,39556,54992
6482,4186,119967,156182,3240,148833,173020,946,44118,86224
6481,651,73568,90767,301,130821,138586,350,0,49168
6480,3674,97754,120752,2574,121903,142563,1100,47353,62798
6479,4255,94092,112313,2960,115870,133555,1295,50114,55825
6478,4987,106089,127908,3776,112778,140019,1211,70693,89617
6477,5013,129489,155623,4029,146417,172962,984,60750,80007
6475,4218,86802,129250,2717,118060,161890,1501,54153,67660
6473,9287,105576,128260,6652,122391,144008,2635,54095,84747
6472,2514,95455,135768,1991,118482,151187,523,66297,75370
6471,3089,100304,122575,1970,129787,149724,1119,41635,73029
6470,5748,126821,154917,4387,144638,172435,1361,52902,87287
6469,1251,92768,111776,901,107928,134427,350,40735,50546
6468,6653,121847,147619,5150,141831,169098,1503,46838,70550
6467,169,114198,138718,155,113937,128519,14,0,0
6461,5658,110779,128099,4155,128625,147506,1503,54354,70362
6460,16702,90653,121519,9989,113821,146295,6713,58216,82181
6457,19876,62022,87657,10421,85807,114566,9455,42506,55093
6456,122,96000,127594,65,116406,129877,57,0,124993
6455,1191,91384,110999,881,115917,124642,310,75357,70710
6451,10075,58357,76780,6098,74914,92449,3977,40863,47954
6450,15139,58464,76869,8477,78802,93490,6662,46371,52575
6447,2289,113547,140471,1880,130950,152021,409,73016,74691
6444,81,95893,120315,81,95893,120315,0,0,0
6443,6789,119777,162157,5062,143000,190991,1727,52956,73653
6442,927,105917,115231,519,107083,130821,408,97813,95139
6441,2066,106120,126831,1662,112289,141238,404,68333,66118
6438,901,136023,141502,676,150625,165406,225,0,68706
6437,8482,108243,160026,6351,124365,181044,2131,55375,92569
6426,1587,118558,158418,1087,171250,202719,500,48000,60492
6424,4812,95553,112598,3469,113617,130748,1343,45096,54149
6423,2298,96463,124977,1710,104340,131717,588,79625,77652
6422,2932,130635,155510,2262,134712,176668,670,55593,76484
6420,1654,104750,131748,1275,114531,147081,379,66851,78680
6419,2353,104462,129921,1801,133516,151470,552,39479,54898
6418,5794,58365,74613,3296,92446,96835,2498,32684,44173
6417,1987,80495,104669,1246,110179,127541,741,52046,66208
6416,5706,89562,112248,3524,110152,123386,2182,63472,89027
6415,6407,107664,120248,4774,123340,134947,1633,46908,69866
6414,48,201607,192835,33,203194,247718,15,0,0
6413,5293,90427,111214,3638,110563,130584,1655,41114,61751
6412,1724,87717,98289,1034,108649,123738,690,44067,57060
6410,10231,122416,150167,7311,150140,176914,2920,56494,78651
6409,393,68480,94770,156,64250,88206,237,72050,99090
6405,12656,80151,108578,7418,105737,134374,5238,55480,69831
6403,2644,83841,98404,1709,112750,120318,935,26983,55781
6401,8137,53805,68058,4902,72005,82195,3235,32865,42770
6390,24,46250,113454,18,48125,129867,6,0,0
6389,0,0,0,0,0,0,0,0,0
6387,176,92153,87962,128,83200,75752,48,0,0
6385,6533,90342,104517,4297,108341,125019,2236,46250,59517
6384,1134,78500,89393,828,91500,97385,306,64167,65694
6382,3873,78984,98334,2831,91861,112805,1042,45086,50838
6380,1176,43197,61087,625,79063,78867,551,29886,34657
6379,3960,77609,109350,2706,98315,129151,1254,40929,53770
6378,2703,101332,141832,1744,118529,170190,959,61627,87036
6377,1116,86250,84509,921,93450,92047,195,32750,45629
6376,89,0,97629,63,0,117648,26,0,0
6375,1410,92232,110298,1026,96750,118395,384,73500,86581
6374,3273,66999,80201,2110,77371,93926,1163,37796,45807
6373,89,0,85067,51,0,74378,38,122935,94213
6371,4061,106052,193063,2842,140714,243329,1219,44583,63767
6370,2717,90816,102118,2025,101835,111586,692,0,69782
6365,1808,87885,101133,1339,97473,110209,469,47578,69207
6360,15179,58409,76599,9463,67482,89870,5716,37633,47156
6359,2192,61682,88349,1461,82750,103930,731,45234,50806
6357,4649,82940,109272,2842,106394,129332,1807,53018,75616
6355,5465,107481,128155,3676,129868,147954,1789,66741,85814
6354,2143,65247,74135,1641,71386,76781,502,41096,52391
6353,125,0,38596,51,0,0,74,0,0
6351,7041,66723,84277,4663,84311,98289,2378,48571,52664
6350,26,0,46869,13,0,0,13,0,0
6340,12639,65169,81245,7498,66095,92550,5141,53663,60361
6339,3447,91941,113326,2233,104564,133903,1214,62842,71325
6336,37,203646,174651,37,203646,174651,0,0,0
6335,2195,96862,108273,1578,120132,121445,617,56797,70116
6334,950,89722,100305,705,94375,105290,245,65625,74284
6333,2712,123000,138736,1968,145319,159540,744,52308,81551
6332,114,0,70139,72,108214,91472,42,0,0
6331,2121,86178,100687,1518,92421,115984,603,60822,60960
6330,1267,76131,96632,854,96500,113675,413,57891,55213
6320,11001,47482,63880,5880,53960,73789,5121,38531,48726
6282,421,75625,127671,339,91955,145057,82,58600,55795
6281,2900,95926,115297,2123,110053,139271,777,34806,47103
6280,1277,63403,73199,693,60865,77494,584,61118,57679
6279,2692,73264,85640,1338,111111,122865,1354,41036,47144
6278,1865,85817,119092,1236,133400,149763,629,41103,53126
6277,1554,87696,95295,1002,91167,106315,552,0,74053
6269,12,0,0,12,0,0,0,0,0
6268,3606,35732,78429,1228,130000,137723,2378,22259,46504
6266,203,54241,67597,113,69886,82088,90,49167,45972
6264,64,77813,87706,40,79688,95380,24,0,0
6263,114,0,102899,70,93176,123550,44,0,65373
6262,388,48611,63735,227,70156,76174,161,39131,43724
6260,3959,64496,78724,2406,77227,98239,1553,29682,42384
6259,1782,93022,119471,1165,113309,152163,617,44464,57447
6256,876,55379,69538,562,70122,84512,314,44394,42738
6255,1845,69985,85156,1151,93750,95307,694,44274,59904
6254,702,91875,110647,511,116875,133292,191,35625,49545
6250,1999,74115,110501,1322,113219,148998,677,0,31025
6249,2921,97422,114121,2072,108710,128197,849,60755,75070
6248,2249,116424,143706,1697,136012,167608,552,49932,67476
6247,1043,77250,94575,711,90417,107880,332,55000,61597
6243,95,0,91794,37,0,0,58,0,0
6242,482,84271,99891,376,105000,113619,106,39643,44727
6241,2438,70718,80595,1640,80776,93195,798,33481,48617
6239,4637,61047,75455,2887,85956,90952,1750,31699,47934
6238,4743,93862,121741,3738,118775,136618,1005,55304,63530
6237,2370,104524,118206,1968,105625,122482,402,79103,83434
6235,972,85536,90734,701,93984,100664,271,42361,54897
6234,2819,76526,99516,2328,86250,100497,491,23304,72232
6232,1203,99449,113779,895,109851,129584,308,63145,64467
6231,1354,137885,148592,1065,139241,156526,289,88750,99699
6226,6852,35738,48742,3576,46212,60903,3276,22271,33274
6160,0,0,0,0,0,0,0,0,0
6120,4963,23388,35095,3187,28236,39104,1776,16888,21822
6119,6304,93722,120003,3230,115226,153997,3074,56496,83026
6118,10104,69301,83286,6763,81151,91491,3341,38858,62589
6117,5663,142036,185763,3866,181484,233332,1797,59214,81607
6114,9864,43071,54629,6376,45927,58495,3488,27011,38206
6112,7481,36448,53785,4747,46895,65375,2734,21150,29354
6111,12581,82721,96371,8169,95406,106303,4412,62500,73964
6110,5298,70326,84291,3170,92573,101983,2128,32308,54319
6109,10929,90881,109841,7191,113340,132221,3738,47970,64047
6108,8778,52092,69005,5639,62658,77608,3139,32403,44182
6107,7805,134925,170642,5525,161198,197774,2280,65319,100526
6106,14634,37391,51958,8219,44609,60931,6415,22083,35184
6105,9891,32915,62418,3167,52083,92421,6724,28637,46518
6103,1276,87717,116706,236,125227,194927,1040,83963,98956
6098,5413,66494,82204,3146,97407,102367,2267,35768,49036
6096,5398,72090,93950,3512,92917,107628,1886,45000,66772
6095,11073,92001,106308,7474,105804,121591,3599,50585,71080
6093,1252,120865,152561,961,130987,162181,291,92868,117923
6092,1585,162563,211782,1316,188077,232758,269,0,102604
6091,56,63214,64105,39,64107,72026,17,0,45935
6090,324,180278,184729,253,206950,220159,71,0,58479
6089,1291,114063,173065,799,166181,225992,492,74500,83153
6088,2407,61584,73581,1033,75125,92948,1374,59679,59019
6085,2813,98424,129477,1968,135125,159651,845,34219,55372
6084,5460,118367,154757,4313,142883,172542,1147,65608,74212
6082,16897,83232,94021,10780,97572,107771,6117,49157,64037
6081,664,73400,88655,380,83281,106049,284,53625,63948
6078,3873,109503,149121,2979,135879,170536,894,56000,66308
6076,5103,82601,93849,3283,100137,111564,1820,41182,55629
6074,9753,119972,140807,7321,139269,162914,2432,48221,68730
6073,2227,145243,171275,1696,162714,196614,531,66823,85798
6071,3436,106228,136082,2626,122311,154486,810,62778,73188
6070,5857,126868,173262,4097,155866,212342,1760,51958,80837
6069,1214,97976,149190,598,113897,202471,616,68056,95563
6068,652,61250,151677,323,129219,239170,329,44448,65779
6067,8677,85123,108675,5533,102760,120310,3144,61888,84925
6066,12949,67492,85993,7482,89344,103517,5467,46409,59007
6065,323,100984,102185,229,101672,107982,94,83333,86557
