Code,NumberOfHouseholds,HouseholdMedianIncome,HouseholdMeanIncome,NumberOfFamilies,FamilyMedianIncome,FamilyMeanIncome,NonFamilyHousehold,NonFamilyHouseholdMediumIncome,NonFamilyHouseholdMeanIncome
54119,253,50625,63453,172,57917,69087,81,26979,42995
54115,18116,82179,99376,12450,94159,113862,5666,48137,62081
54114,2492,50529,59632,1591,61312,72185,901,24214,33947
54113,1427,72102,104198,1094,80694,111719,333,52047,67417
54112,1072,59929,66121,659,69450,78905,413,31705,44568
54111,1014,61471,70817,626,66818,82247,388,50469,51263
54110,2020,73250,84383,1530,87073,96213,490,35588,44698
54107,1477,62974,79199,1012,72283,89854,465,43750,52298
54106,2159,73781,79206,1547,82831,92632,612,35250,43415
54104,554,50469,57348,330,51136,56352,224,44821,57597
54103,191,43125,56976,112,66500,73799,79,31339,33127
54102,455,43542,48568,196,47188,58093,259,39063,40716
54101,1047,79730,94269,791,94583,106788,256,46944,52023
54082,694,110816,116666,557,112617,123415,137,53964,87364
54028,1084,59286,69937,727,72723,82069,357,30625,38571
54027,407,75060,85483,284,80625,95616,123,48250,57991
54026,908,66100,87444,623,71875,92824,285,52216,72795
54025,2651,75099,87969,2034,80417,95318,617,44698,49622
54024,2045,58179,75210,1301,68050,85664,744,36250,54313
54023,1670,88000,96750,1218,98421,106582,452,58333,65720
54022,8243,74938,95353,5103,101696,115949,3140,41413,55922
54021,2917,85467,97975,2103,97443,110098,814,45417,61797
54020,3042,71087,80608,2076,78780,93498,966,34949,49907
54017,6925,80211,93330,4888,93405,110088,2037,41060,47609
54016,12716,101117,122848,9374,120123,141350,3342,51145,64072
54015,1354,88125,91392,1005,102102,97951,349,49519,56295
54014,818,75658,88251,610,80500,93620,208,46250,65375
54013,1350,72143,79145,859,85729,95069,491,38603,47166
54011,2720,78700,91245,1827,89243,104163,893,50197,61049
54010,21,0,0,0,0,0,21,0,0
54009,970,74896,82440,675,80598,91252,295,49063,57789
54007,419,68681,78948,264,78750,92313,155,48438,53728
54006,291,51420,64068,198,58000,68498,93,43125,48812
54005,1194,65795,80421,815,73848,89042,379,41394,57142
54004,963,57458,66715,657,68173,76585,306,38468,42508
54003,356,82292,102461,271,94107,113117,85,58750,64279
54002,2501,75373,85120,1826,87155,99713,675,28229,42029
54001,3248,66379,78641,2242,81615,93228,1006,28235,40861
53969,146,56833,66436,90,57813,70323,56,50000,54693
53968,944,58942,71485,629,69583,83002,315,34688,43551
53965,4755,57738,71826,2944,67193,87112,1811,39119,43455
53964,1427,52850,66613,919,66202,74147,508,33906,48905
53963,5296,58548,70000,3384,70915,82716,1912,42731,42623
53961,372,64878,83653,254,69000,95885,118,62661,54268
53960,1476,69737,82303,972,82661,93998,504,36587,51731
53959,5273,65981,82293,3691,78125,96782,1582,36149,44285
53956,1248,56875,72948,909,67454,83812,339,25662,41097
53955,2376,79263,90838,1615,87550,105528,761,47928,54335
53954,2909,70396,83327,1952,84338,93528,957,45039,56313
53953,140,36563,42626,74,36250,48836,66,39167,35662
53952,1428,51103,63178,890,63590,75509,538,31833,39588
53951,1036,50900,67588,623,65625,80346,413,38171,45290
53950,2054,53226,77111,1222,62632,93695,832,38276,46028
53949,2757,54194,64995,1632,66190,78432,1125,35130,43412
53948,3412,52463,69305,2009,64908,81780,1403,37974,46818
53947,98,35556,44580,49,56250,65653,49,11914,22239
53946,1805,61250,74869,1252,76875,88414,553,30069,41833
53944,910,55750,68795,629,68693,75151,281,32708,43640
53943,382,58864,84219,283,63021,94369,99,47250,51147
53941,1183,70241,79206,908,72857,87777,275,35625,43755
53939,131,64375,140283,95,64375,68923,36,0,324397
53937,366,69167,80346,282,78833,90272,84,36667,45215
53936,598,42955,54703,391,53750,62447,207,26215,35470
53935,101,61458,59423,67,70313,70621,34,33750,37356
53934,2028,44167,52975,1110,56509,66523,918,24427,35661
53933,1393,66685,73743,953,71587,82686,440,35000,49877
53932,956,76316,82458,676,86591,94239,280,42917,46025
53931,81,75625,75837,56,91250,78886,25,54821,54988
53930,545,67250,75215,346,82222,86049,199,41424,50281
53929,1136,55943,68569,713,62438,75138,423,38625,41604
53928,38,68864,65268,21,73125,62486,17,68523,67635
53926,575,60156,74706,396,71563,81281,179,41929,57154
53925,3387,72067,85500,2322,86000,99810,1065,39408,48409
53924,526,51250,60072,339,64028,67926,187,29375,40085
53923,798,69464,82366,540,82619,89869,258,39167,61929
53922,423,73594,87847,286,82500,96394,137,61094,67666
53920,265,49950,69316,164,76667,87066,101,24732,40493
53919,958,72095,87570,679,90938,101191,279,43239,50406
53916,9903,61196,77064,5872,74605,89393,4031,42083,56405
53913,9169,56809,70417,5486,73234,88347,3683,30025,41740
53911,531,86250,91230,390,95000,102630,141,51875,57349
53910,1634,39813,54708,942,52000,63948,692,26964,39385
53901,6213,59971,72298,3781,72722,86447,2432,35993,44615
53827,83,54375,51047,52,59500,57488,31,24750,33255
53826,564,50469,61166,359,58125,68731,205,30804,36520
53825,167,51354,67407,122,63333,77476,45,37188,40107
53821,3293,50578,66960,1881,71285,79932,1412,30647,47129
53820,922,61857,75944,640,75000,89038,282,40500,44052
53818,5713,49545,62479,2831,75740,83260,2882,30488,39802
53817,94,42955,48826,61,43523,55079,33,0,37267
53816,275,62188,70482,211,73125,73872,64,0,54255
53813,2242,65595,76649,1599,76331,90686,643,26708,38774
53811,1268,68469,87409,900,79516,102557,368,34554,46232
53810,148,53800,62637,110,53750,67665,38,42500,43389
53809,1535,55691,66399,1069,61903,75218,466,37368,41518
53808,428,53125,64996,254,67000,74433,174,33409,40340
53807,1875,68197,77785,1272,85261,89191,603,39696,53043
53806,736,50000,59405,467,58977,71776,269,27639,33315
53805,2154,44816,62224,1251,64250,80724,903,29792,32624
53804,535,55170,67920,353,60750,81105,182,34038,37660
53803,513,57083,67607,337,66339,76723,176,40167,43435
53802,21,47708,37010,11,48958,52682,10,11875,19770
53801,435,54205,66677,317,67361,78815,118,25000,32492
53792,0,0,0,0,0,0,0,0,0
53726,2255,41883,93288,682,153750,195839,1573,26324,46922
53719,13895,79992,103912,7478,106742,122445,6417,61266,78108
53718,6868,86263,102936,3767,108027,127584,3101,60945,71830
53717,6157,85546,121480,3439,111990,157690,2718,61460,74301
53716,8098,78532,94204,4917,94880,111591,3181,52077,65004
53715,4660,35740,62079,1012,76607,85098,3648,30446,54556
53714,7391,58247,68806,3740,75054,81011,3651,43121,54884
53713,10190,50782,64635,4955,61602,74280,5235,41674,52445
53711,20864,84683,108627,12005,111030,135987,8859,53906,70093
53706,63,11635,15865,0,0,0,63,11635,15865
53705,12024,71818,101932,5827,108262,138082,6197,46086,66440
53704,20829,63805,79561,10181,83342,98841,10648,46753,59131
53703,17551,42153,71007,2420,114643,172490,15131,38137,54354
53702,73,0,85511,73,0,85511,0,0,0
53599,28,30417,40761,3,0,0,25,30625,41828
53598,1101,97697,114269,821,111681,127632,280,53716,54882
53597,7463,101411,127344,5278,126847,148936,2185,50922,69493
53594,2290,56800,73946,1493,86844,89260,797,28015,43252
53593,9920,104047,133548,6823,129176,156213,3097,60337,80185
53590,16018,83936,97798,10398,104750,115327,5620,50652,61760
53589,8316,72932,96726,5745,89953,110851,2571,47485,60062
53588,1744,71179,83036,1112,84300,97840,632,43036,55809
53587,534,65469,84373,344,73929,91021,190,38333,66423
53586,856,52000,62866,610,60000,70734,246,25000,37939
53585,807,61343,70043,556,71944,78809,251,35368,43129
53583,2483,75846,84457,1675,91250,99929,808,33462,46976
53582,438,67656,78998,311,76705,90734,127,38365,42712
53581,4459,51519,62593,2668,66812,75812,1791,29880,39131
53580,202,57500,69325,132,68500,84058,70,35500,38914
53579,654,64375,74431,446,76786,85303,208,27381,46420
53578,2819,65018,85430,1701,90282,109503,1118,35195,48320
53577,554,71833,95389,383,91875,116165,171,22292,41415
53576,931,71691,75646,639,80539,82617,292,44688,51672
53575,6703,94381,119048,4691,114818,139307,2012,54549,64236
53574,1475,81536,103206,1134,93750,115239,341,46250,57783
53573,1331,49089,63757,792,62333,75879,539,30547,41752
53572,4991,60327,94806,2512,106447,132857,2479,48543,54326
53571,18,0,0,8,0,0,10,0,0
53570,1124,66755,85530,728,80096,100416,396,41310,55998
53569,465,57361,80497,345,69911,90119,120,31591,46813
53566,6606,58148,74513,3797,73338,91344,2809,31863,47309
53565,2043,60048,77130,1187,86115,102277,856,28676,41283
53563,4293,75959,91470,3131,86262,103144,1162,39556,54315
53562,11169,83576,128194,7103,112977,157557,4066,50144,73293
53561,793,83583,109494,561,99792,122932,232,43500,73822
53560,1461,76926,93905,987,87063,105063,474,46154,66929
53559,2265,80273,89490,1729,81566,94972,536,60227,68621
53558,4979,92621,112161,3695,103240,119944,1284,65235,86907
53557,178,63125,66015,129,78029,75851,49,39792,39416
53556,1061,53598,67427,654,58636,77918,407,35417,42272
53555,3734,90338,108464,2596,101333,121136,1138,53558,76916
53554,376,56042,65689,283,63583,72729,93,31094,42231
53553,265,62431,77227,176,76250,97860,89,20938,34381
53551,3412,75000,91865,2378,88250,104706,1034,41333,50882
53550,462,74722,86126,380,81250,90393,82,47500,53609
53549,4299,62708,78926,2591,73465,93375,1708,32060,52886
53548,8202,55677,69968,5415,68545,82915,2787,28633,41128
53546,12585,58750,72248,7571,75412,86828,5014,33313,46621
53545,9953,57440,74694,5765,72735,88921,4188,42347,50920
53544,321,78958,90022,241,88646,100980,80,37000,56279
53543,740,64605,74314,492,77917,88217,248,33750,46153
53541,387,57679,71366,263,70156,79543,124,30500,51114
53540,94,38438,44029,48,66250,61254,46,21607,26054
53538,7440,66990,84224,5074,82592,99510,2366,34480,46857
53537,399,61838,76766,258,67500,71274,141,50694,83577
53536,3635,72485,82549,2384,95710,103350,1251,31942,39577
53534,4700,69478,80635,3160,74981,83626,1540,48576,61592
53533,2917,72072,88331,1987,91660,109964,930,36071,41417
53532,6006,88662,103791,4419,106306,118784,1587,42851,51946
53531,1715,84896,102862,1270,92786,110932,445,53164,58970
53530,1802,54810,66128,1155,66186,74948,647,32208,43869
53529,791,94141,100896,601,105865,112557,190,45208,58543
53528,2547,95457,109890,1684,113243,129344,863,41161,66674
53527,4006,95341,106805,3202,108289,117495,804,54861,61121
53526,240,65000,85536,153,73958,102071,87,41250,50760
53525,1551,70313,79106,1172,75568,88147,379,34726,47288
53523,2117,82083,100725,1369,101165,115834,748,51339,68304
53522,396,62143,69980,285,71250,78861,111,36250,39402
53521,1398,85882,102684,1017,101417,120257,381,46309,54611
53520,2811,63850,74184,1843,73601,82840,968,36515,50786
53518,623,50905,61369,400,56875,71749,223,36250,42151
53517,670,76458,97198,521,81771,106542,149,50536,58607
53516,1055,76518,99895,592,84583,100222,463,67337,96652
53515,938,78250,105659,603,112031,128838,335,42250,62578
53511,18443,51597,65691,11595,61073,74088,6848,33030,45922
53510,598,72963,78512,403,91250,89715,195,43750,50019
53508,2241,84628,97199,1667,99583,111358,574,50463,53530
53507,789,92760,102787,569,103173,112227,220,46250,69960
53506,435,48920,66262,297,60063,76040,138,27083,35596
53505,153,73125,108184,94,108667,137678,59,60547,61195
53504,893,69875,79640,621,79531,92157,272,30357,44697
53503,838,59779,83863,518,86000,99089,320,39821,56026
53502,984,62813,77076,597,84250,89302,387,53516,53006
53501,0,0,0,0,0,0,0,0,0
53406,10892,66997,82535,6809,86197,97607,4083,40071,54085
53405,10372,58244,70478,6598,68712,80469,3774,38125,45654
53404,5387,36224,49250,3204,41745,56050,2183,30850,37162
53403,10406,41157,61043,6470,53875,75270,3936,22212,32155
53402,13674,60829,84980,9272,75085,98241,4402,34137,53372
53295,0,0,0,0,0,0,0,0,0
53235,4854,48879,67776,2190,82901,97420,2664,30816,42222
53233,4212,16134,25522,764,20189,32157,3448,14443,23304
53228,6606,65887,76002,3558,92232,100420,3048,38683,45036
53227,10609,53682,66179,5334,71846,83159,5275,40039,45684
53226,8343,74851,97540,4456,109028,132501,3887,49063,56908
53225,9853,45232,55643,6080,50910,63244,3773,32690,37655
53224,7432,59198,70320,5009,61035,76761,2423,43388,51314
53223,11925,51156,62602,6911,63912,76144,5014,32099,41977
53222,11149,63004,72262,6640,75802,84291,4509,41576,51617
53221,16118,52327,68176,9634,64722,80672,6484,35122,46006
53220,11589,59499,77160,6597,74958,90568,4992,41245,51825
53219,14745,60232,67261,8137,72917,79980,6608,36852,47077
53218,14040,37737,50201,9258,41739,55078,4782,24365,36024
53217,11918,106911,157364,7701,138438,198320,4217,60875,80440
53216,12558,36171,48263,6977,45138,58849,5581,25078,31191
53215,18865,41810,54143,13284,45194,59071,5581,25783,33544
53214,16106,49994,59940,7525,63722,75995,8581,36994,43643
53213,11626,83143,107162,6673,107301,138256,4953,46847,63565
53212,13314,39152,56240,5702,42139,67793,7612,33842,45824
53211,14440,64532,102175,6156,120377,163938,8284,38115,54164
53210,9348,36378,63162,5963,42056,56582,3385,22553,71071
53209,19683,37288,52783,10626,45796,65525,9057,22354,34380
53208,11621,36436,54100,5869,50955,64480,5752,27131,40864
53207,16471,66706,77172,8283,79967,90983,8188,54181,61256
53206,8543,29260,42126,5262,35814,49994,3281,17029,24939
53205,3304,20597,39073,1838,24464,39185,1466,13606,34887
53204,13459,33625,47970,7447,34174,49407,6012,27392,42236
53203,1051,73208,89865,205,101563,118801,846,65375,82854
53202,15818,53812,82714,2768,127917,184818,13050,44986,60797
53195,65,64464,61020,37,85074,67824,28,63250,52025
53192,11,0,0,0,0,0,11,0,0
53191,1288,58125,90832,819,95139,115287,469,34125,44933
53190,6680,48237,66783,3277,73693,90111,3403,27026,42609
53189,9911,97867,115591,7672,109808,132261,2239,43481,54722
53188,14135,73397,93160,9294,91322,111634,4841,38815,53492
53186,14681,57949,74785,8682,77401,90409,5999,38516,48362
53185,7599,89930,104894,5655,108131,120481,1944,46696,55987
53184,1620,63306,87820,1075,78750,103924,545,31838,48207
53183,1014,103571,163268,809,109635,182048,205,59583,85664
53182,3278,77500,97389,2358,87155,103481,920,58603,68791
53181,2781,71761,99889,1979,86927,110271,802,45761,70387
53179,2660,79960,86809,1941,94005,102543,719,23946,34852
53178,1068,72386,80433,700,80893,90136,368,45227,59522
53177,2518,71389,84183,1540,87266,94827,978,52355,63972
53172,8461,57286,68982,5202,66909,78040,3259,39709,50364
53170,934,68796,111100,604,86500,120796,330,62766,90768
53168,3541,81250,101560,2496,103019,116452,1045,52415,59934
53167,276,34052,50400,182,51525,65316,94,0,21517
53158,6340,103069,113571,4350,123441,131631,1990,62778,70312
53156,1362,71771,82743,968,91402,95740,394,35469,45811
53154,15348,75657,93285,9523,95464,113431,5825,54342,56556
53153,907,110417,114194,725,125340,122471,182,44545,76439
53151,13586,85429,108192,9308,105698,126571,4278,49425,64361
53150,9921,95365,112560,7417,114421,129243,2504,44092,61503
53149,7380,101130,119597,5700,116667,136226,1680,50372,59265
53147,7397,72352,95326,4829,86015,115401,2568,40847,55450
53146,2936,86622,125833,2241,100607,145782,695,42639,58156
53144,9948,62048,83744,6317,79269,100038,3631,39883,50742
53143,8475,50839,67236,5256,60300,74777,3219,33811,48095
53142,12962,70634,87657,9023,87120,99884,3939,37545,51833
53140,12083,48041,60293,6378,59480,72556,5705,32009,44283
53139,1016,75769,91952,679,98878,108017,337,42621,46795
53137,641,89554,97480,514,101389,107671,127,0,54268
53132,13514,82125,104599,9192,108183,124223,4322,44269,58890
53130,3219,72819,88526,2022,96105,106931,1197,37708,54788
53129,5727,74731,94593,3507,98427,120187,2220,39875,50152
53128,3136,66900,80889,2544,68841,85628,592,31515,50747
53126,2728,93043,107358,2163,103218,119484,565,52841,60567
53125,778,84048,122684,555,93750,145360,223,46042,64439
53122,2190,112500,169015,1658,131655,195844,532,35893,77362
53121,7782,74320,87681,5211,86406,101965,2571,43838,55000
53120,4115,80506,97476,2856,94717,110044,1259,54727,64670
53119,2258,89444,101370,1771,102868,113280,487,31827,55597
53118,2824,90481,106874,1873,106406,122295,951,60320,72932
53115,6508,61633,72859,4341,72306,86930,2167,30264,40184
53114,927,72083,83804,689,82292,91611,238,47419,53238
53110,7875,63280,72967,4703,71149,81273,3172,40786,55318
53108,1367,66902,87877,1049,78058,100540,318,36409,46104
53105,11935,74966,93973,8379,90366,109850,3556,39246,51559
