address,city,state,postcode,latitude,longitude,bedroom_number,bathroom_number,square_meter,price,household_number,household_mean_income,families_number,family_mean_income,non_family_number,non_family_mean_income,population,20to24,25to34,35to44,45to54,55to59,60to64,65to74,75to84,median_age
Southwest Jefferson Avenue,Peoria,IL,61602,40.692608,-89.59206,1,1,74,104900,449,35599,55,75878,394,29976,752,52,229,89,140,32,29,107,33,39
Staley & Copper Ridge (NW Corner),Champaign,IL,61822,40.085346,-88.314156,3,3,202,264900,10452,115735,6914,140440,3538,66227,27473,1957,3427,3796,3852,1555,1678,2603,1380,38.3
Southwest Jefferson Avenue,Peoria,IL,61602,40.69273,-89.591896,1,1,81,109900,449,35599,55,75878,394,29976,752,52,229,89,140,32,29,107,33,39
Sierra Drive,Champaign,IL,61822,40.095325,-88.29348,3,3,139,160000,10452,115735,6914,140440,3538,66227,27473,1957,3427,3796,3852,1555,1678,2603,1380,38.3
Clayton Boulevard,Champaign,IL,61822,40.122913,-88.28723,1,1,82,85000,10452,115735,6914,140440,3538,66227,27473,1957,3427,3796,3852,1555,1678,2603,1380,38.3
Summer Sage Court,Champaign,IL,61822,40.12697,-88.30572,2,3,125,160000,10452,115735,6914,140440,3538,66227,27473,1957,3427,3796,3852,1555,1678,2603,1380,38.3
Laura Drive,Champaign,IL,61822,40.126637,-88.29471,2,1,89,95000,10452,115735,6914,140440,3538,66227,27473,1957,3427,3796,3852,1555,1678,2603,1380,38.3
Laura Drive,Champaign,IL,61822,40.124916,-88.29436,2,1,78,119900,10452,115735,6914,140440,3538,66227,27473,1957,3427,3796,3852,1555,1678,2603,1380,38.3
Southwest Washington Street,Peoria,IL,61602,40.685432,-89.5963,2,2,139,275000,449,35599,55,75878,394,29976,752,52,229,89,140,32,29,107,33,39
Southwest Washington Street,Peoria,IL,61602,40.688564,-89.59126,3,3,284,399500,449,35599,55,75878,394,29976,752,52,229,89,140,32,29,107,33,39
Southwest Washington Street,Peoria,IL,61602,40.685432,-89.5963,1,1,74,75620,449,35599,55,75878,394,29976,752,52,229,89,140,32,29,107,33,39
Southwest Washington Street,Peoria,IL,61602,40.685432,-89.5963,3,2,227,232085,449,35599,55,75878,394,29976,752,52,229,89,140,32,29,107,33,39
Southwest Washington Street,Peoria,IL,61602,40.685432,-89.5963,2,2,115,117135,449,35599,55,75878,394,29976,752,52,229,89,140,32,29,107,33,39
Southwest Washington Street,Peoria,IL,61602,40.685432,-89.5963,2,2,117,119225,449,35599,55,75878,394,29976,752,52,229,89,140,32,29,107,33,39
Southwest Washington Street,Peoria,IL,61602,40.685432,-89.5963,2,2,120,122550,449,35599,55,75878,394,29976,752,52,229,89,140,32,29,107,33,39
Southwest Washington Street,Peoria,IL,61602,40.685432,-89.5963,1,1,89,91200,449,35599,55,75878,394,29976,752,52,229,89,140,32,29,107,33,39
Heritage Drive,Champaign,IL,61822,40.1257,-88.28716,2,1,83,117500,10452,115735,6914,140440,3538,66227,27473,1957,3427,3796,3852,1555,1678,2603,1380,38.3
West Williams Street,Danville,IL,61832,40.133717,-87.64437,2,2,99,69900,14291,54827,8069,64833,6222,39018,33173,1998,3889,3738,3530,2563,1984,3381,2059,38.8
Greystone Place,Champaign,IL,61822,40.073326,-88.29438,3,3,293,425000,10452,115735,6914,140440,3538,66227,27473,1957,3427,3796,3852,1555,1678,2603,1380,38.3
Clubhouse Drive,Champaign,IL,61822,40.08802,-88.30776,2,2,113,175000,10452,115735,6914,140440,3538,66227,27473,1957,3427,3796,3852,1555,1678,2603,1380,38.3
Laura Drive,Champaign,IL,61822,40.126335,-88.2947,2,1,101,87500,10452,115735,6914,140440,3538,66227,27473,1957,3427,3796,3852,1555,1678,2603,1380,38.3
North Arrowood Place,Peoria,IL,61615,40.759228,-89.674324,3,2,155,120000,9472,104219,5644,135553,3828,56579,22957,1137,4328,2688,2585,1315,1585,2411,1115,37.8
Walnut Bend Drive,Peoria,IL,61615,40.78049,-89.60723,3,3,191,425000,9472,104219,5644,135553,3828,56579,22957,1137,4328,2688,2585,1315,1585,2411,1115,37.8
Frostwood and War Memorial,Peoria,IL,61615,40.771744,-89.66171,2,2,96,59999,9472,104219,5644,135553,3828,56579,22957,1137,4328,2688,2585,1315,1585,2411,1115,37.8
North Thornhill Drive,Peoria,IL,61615,40.74332,-89.661766,2,2,107,145000,9472,104219,5644,135553,3828,56579,22957,1137,4328,2688,2585,1315,1585,2411,1115,37.8
West Kaylie Court,Peoria,IL,61615,40.818058,-89.63141,3,3,208,265000,9472,104219,5644,135553,3828,56579,22957,1137,4328,2688,2585,1315,1585,2411,1115,37.8
North Oakwood Drive,Peoria,IL,61615,40.825363,-89.61305,2,3,126,169900,9472,104219,5644,135553,3828,56579,22957,1137,4328,2688,2585,1315,1585,2411,1115,37.8
Natalie Drive,Champaign,IL,61822,40.120358,-88.29049,3,2,121,150000,10452,115735,6914,140440,3538,66227,27473,1957,3427,3796,3852,1555,1678,2603,1380,38.3
JT Coffman Drive,Champaign,IL,61822,40.147564,-88.24997,2,2,162,229900,10452,115735,6914,140440,3538,66227,27473,1957,3427,3796,3852,1555,1678,2603,1380,38.3
North Old Hickory Lane,Peoria,IL,61615,40.759007,-89.672676,2,3,152,99500,9472,104219,5644,135553,3828,56579,22957,1137,4328,2688,2585,1315,1585,2411,1115,37.8
North Westport Court,Peoria,IL,61615,40.737522,-89.64209,2,2,94,53500,9472,104219,5644,135553,3828,56579,22957,1137,4328,2688,2585,1315,1585,2411,1115,37.8
North Lincoln Avenue,Urbana,IL,61801,40.12996,-88.219696,4,4,143,145000,12058,52797,3854,87872,8204,35321,28234,7849,4861,2084,1494,885,804,1717,596,24.1
Delmont Court,Urbana,IL,61801,40.099808,-88.20808,2,1,84,89900,12058,52797,3854,87872,8204,35321,28234,7849,4861,2084,1494,885,804,1717,596,24.1
North Lincoln Avenue,Urbana,IL,61801,40.12991,-88.219696,2,2,84,115000,12058,52797,3854,87872,8204,35321,28234,7849,4861,2084,1494,885,804,1717,596,24.1
East Harding Drive,Urbana,IL,61801,40.09357,-88.19738,2,2,102,72900,12058,52797,3854,87872,8204,35321,28234,7849,4861,2084,1494,885,804,1717,596,24.1
East Harding Drive,Urbana,IL,61801,40.09391,-88.19579,2,1,82,60000,12058,52797,3854,87872,8204,35321,28234,7849,4861,2084,1494,885,804,1717,596,24.1
West John Street,Champaign,IL,61821,40.10953,-88.29441,2,2,93,90000,13189,76357,7255,93480,5934,53985,28986,3033,4302,3844,2752,1601,1546,2604,1594,34.9
Sunview Drive,Champaign,IL,61821,40.08845,-88.27607,3,2,134,128000,13189,76357,7255,93480,5934,53985,28986,3033,4302,3844,2752,1601,1546,2604,1594,34.9
None,Champaign,IL,61821,40.08351,-88.2706,2,2,126,144900,13189,76357,7255,93480,5934,53985,28986,3033,4302,3844,2752,1601,1546,2604,1594,34.9
Claymont Court,Belleville,IL,62223,38.559044,-90.048935,3,2,125,94500,7620,77985,4354,100753,3266,44156,16353,874,1784,2389,2134,1369,1480,1605,924,44.4
Dean Drive,Urbana,IL,61801,40.131245,-88.1943,2,2,90,87900,12058,52797,3854,87872,8204,35321,28234,7849,4861,2084,1494,885,804,1717,596,24.1
East Harding Drive,Urbana,IL,61801,40.093906,-88.19577,2,2,105,65000,12058,52797,3854,87872,8204,35321,28234,7849,4861,2084,1494,885,804,1717,596,24.1
North Lincoln Avenue,Urbana,IL,61801,40.12991,-88.219696,4,4,144,165000,12058,52797,3854,87872,8204,35321,28234,7849,4861,2084,1494,885,804,1717,596,24.1
Blackthorn Drive,Champaign,IL,61821,40.087173,-88.27821,2,2,114,114900,13189,76357,7255,93480,5934,53985,28986,3033,4302,3844,2752,1601,1546,2604,1594,34.9
Cheshire Drive,Champaign,IL,61821,40.11678,-88.25907,2,2,111,179900,13189,76357,7255,93480,5934,53985,28986,3033,4302,3844,2752,1601,1546,2604,1594,34.9
Blackthorn Drive,Champaign,IL,61821,40.088093,-88.278305,2,2,95,112900,13189,76357,7255,93480,5934,53985,28986,3033,4302,3844,2752,1601,1546,2604,1594,34.9
Claymont Court,Belleville,IL,62223,38.559235,-90.049,3,2,117,95500,7620,77985,4354,100753,3266,44156,16353,874,1784,2389,2134,1369,1480,1605,924,44.4
None,Champaign,IL,61821,40.08351,-88.2706,3,2,139,145000,13189,76357,7255,93480,5934,53985,28986,3033,4302,3844,2752,1601,1546,2604,1594,34.9
Prospect & Lincolnshire (NW Corner),Champaign,IL,61821,40.09597,-88.25789,2,2,100,121900,13189,76357,7255,93480,5934,53985,28986,3033,4302,3844,2752,1601,1546,2604,1594,34.9
Prospect & Lincolnshire (NW Corner),Champaign,IL,61821,40.09597,-88.25789,2,2,95,122500,13189,76357,7255,93480,5934,53985,28986,3033,4302,3844,2752,1601,1546,2604,1594,34.9
English Creek Court,Champaign,IL,61821,40.10946,-88.29405,2,2,93,59900,13189,76357,7255,93480,5934,53985,28986,3033,4302,3844,2752,1601,1546,2604,1594,34.9
North Lincoln Avenue,Urbana,IL,61801,40.12996,-88.219696,2,2,84,116000,12058,52797,3854,87872,8204,35321,28234,7849,4861,2084,1494,885,804,1717,596,24.1
North Lincoln Avenue,Urbana,IL,61801,40.129932,-88.219696,2,2,84,116000,12058,52797,3854,87872,8204,35321,28234,7849,4861,2084,1494,885,804,1717,596,24.1
North Lincoln Avenue,Urbana,IL,61801,40.12991,-88.219696,2,2,84,116000,12058,52797,3854,87872,8204,35321,28234,7849,4861,2084,1494,885,804,1717,596,24.1
North Lincoln Avenue,Champaign,IL,61801,40.129932,-88.219696,2,2,84,119000,12058,52797,3854,87872,8204,35321,28234,7849,4861,2084,1494,885,804,1717,596,24.1
North Lincoln Avenue,Urbana,IL,61801,40.129932,-88.219696,4,4,143,149900,12058,52797,3854,87872,8204,35321,28234,7849,4861,2084,1494,885,804,1717,596,24.1
Sunset Drive,Urbana,IL,61801,40.12383,-88.21817,2,1,107,64900,12058,52797,3854,87872,8204,35321,28234,7849,4861,2084,1494,885,804,1717,596,24.1
North Lincoln Avenue,Urbana,IL,61801,40.129932,-88.219696,2,2,84,114000,12058,52797,3854,87872,8204,35321,28234,7849,4861,2084,1494,885,804,1717,596,24.1
North Lincoln Avenue,Urbana,IL,61801,40.12996,-88.219696,2,2,84,114000,12058,52797,3854,87872,8204,35321,28234,7849,4861,2084,1494,885,804,1717,596,24.1
Calvin Drive,Washington,IL,61571,40.720295,-89.432556,3,3,223,264900,9521,93950,6670,109612,2851,54593,24761,1088,2827,3539,2920,1490,1540,2262,1305,39
North State Street,Champaign,IL,61820,40.11939,-88.24665,2,1,107,119900,14307,47331,3478,78726,10829,36749,38553,13105,6065,2596,2268,1163,915,1182,446,22.4
West Hill Street,Champaign,IL,61820,40.119305,-88.24849,1,1,53,74900,14307,47331,3478,78726,10829,36749,38553,13105,6065,2596,2268,1163,915,1182,446,22.4
Crystal Court,Pontiac,IL,61764,40.87523,-88.64859,2,2,98,112900,5338,74582,3381,89265,1957,47060,13867,774,2047,1732,1804,1051,990,1360,654,40.7
Clearwater Avenue,Bloomington,IL,61704,40.496544,-88.94924,3,2,176,214900,14834,108505,9853,131708,4981,61190,36875,2597,5465,4845,4568,2444,2357,2926,1257,35.5
Brandywine Court,Bloomington,IL,61704,40.479168,-88.9438,2,2,94,142900,14834,108505,9853,131708,4981,61190,36875,2597,5465,4845,4568,2444,2357,2926,1257,35.5
North Hickory Street,Champaign,IL,61820,40.125465,-88.24233,2,4,298,549900,14307,47331,3478,78726,10829,36749,38553,13105,6065,2596,2268,1163,915,1182,446,22.4
West University Avenue,Champaign,IL,61820,40.115993,-88.24752,2,2,172,239900,14307,47331,3478,78726,10829,36749,38553,13105,6065,2596,2268,1163,915,1182,446,22.4
Neil & Columbia (SE Corner),Champaign,IL,61820,40.12098,-88.24339,2,2,178,210000,14307,47331,3478,78726,10829,36749,38553,13105,6065,2596,2268,1163,915,1182,446,22.4
West Hill Street,Champaign,IL,61820,40.119305,-88.24849,1,1,62,88900,14307,47331,3478,78726,10829,36749,38553,13105,6065,2596,2268,1163,915,1182,446,22.4
West University Avenue,Champaign,IL,61820,40.11634,-88.25029,2,2,106,189900,14307,47331,3478,78726,10829,36749,38553,13105,6065,2596,2268,1163,915,1182,446,22.4
North State Street,Champaign,IL,61820,40.119415,-88.24665,1,1,61,64900,14307,47331,3478,78726,10829,36749,38553,13105,6065,2596,2268,1163,915,1182,446,22.4
Valley High Estates,Pekin,IL,61554,40.54883,-89.61517,3,2,169,249000,17629,67446,10289,83844,7340,42075,41057,2138,5315,5057,5261,3096,3220,4647,2181,42.6
Devon Court,Edwardsville,IL,62025,38.794456,-89.97257,2,1,97,100000,12548,111485,8193,141647,4355,51685,34663,4126,3819,4316,4368,1991,2023,2610,1470,34.6
East Stillwater Landing,Urbana,IL,61802,40.090393,-88.167015,2,2,105,139900,9011,69818,4887,89576,4124,45317,19671,1657,2912,2410,1964,1413,1497,2070,818,38
Eagle Ridge Court,Urbana,IL,61802,40.092213,-88.18806,2,2,131,180000,9011,69818,4887,89576,4124,45317,19671,1657,2912,2410,1964,1413,1497,2070,818,38
East Stillwater Landing,Urbana,IL,61802,40.090393,-88.167015,2,2,107,139900,9011,69818,4887,89576,4124,45317,19671,1657,2912,2410,1964,1413,1497,2070,818,38
Spring Circle,Urbana,IL,61802,40.127937,-88.194084,3,2,135,124500,9011,69818,4887,89576,4124,45317,19671,1657,2912,2410,1964,1413,1497,2070,818,38
Spring Circle,Urbana,IL,61802,40.128506,-88.19437,3,3,161,129900,9011,69818,4887,89576,4124,45317,19671,1657,2912,2410,1964,1413,1497,2070,818,38
Country Club Drive,Pekin,IL,61554,40.574383,-89.59101,2,2,99,111900,17629,67446,10289,83844,7340,42075,41057,2138,5315,5057,5261,3096,3220,4647,2181,42.6
Beck Drive,Urbana,IL,61802,40.130688,-88.19319,2,2,90,74900,9011,69818,4887,89576,4124,45317,19671,1657,2912,2410,1964,1413,1497,2070,818,38
East University Drive,Edwardsville,IL,62025,38.79629,-89.97668,2,2,175,165000,12548,111485,8193,141647,4355,51685,34663,4126,3819,4316,4368,1991,2023,2610,1470,34.6
Harbor Pointe Drive,East Peoria,IL,61611,40.693047,-89.54437,2,3,197,215000,10233,80673,6783,89363,3450,60368,23925,1319,2725,2980,3245,1508,1731,2989,1645,42.8
Harbor Pointe Drive,East Peoria,IL,61611,40.692444,-89.54469,1,2,106,159900,10233,80673,6783,89363,3450,60368,23925,1319,2725,2980,3245,1508,1731,2989,1645,42.8
North Prospect Road,Peoria Heights,IL,61616,40.745228,-89.57375,3,2,165,489500,2788,73216,1271,102145,1517,47097,5940,279,653,1038,780,447,431,533,324,40.4
North Prospect Road,Peoria Heights,IL,61616,40.745228,-89.57375,2,2,121,355775,2788,73216,1271,102145,1517,47097,5940,279,653,1038,780,447,431,533,324,40.4
North Prospect Road,Peoria Heights,IL,61616,40.745228,-89.57375,1,1,72,169500,2788,73216,1271,102145,1517,47097,5940,279,653,1038,780,447,431,533,324,40.4
East Oak Cliff 106 Court,Peoria,IL,61614,40.74112,-89.59145,2,2,120,69900,13175,81637,6738,106625,6437,53288,28583,1603,4327,3109,2719,1864,1579,3222,1762,38.5
None,Peoria,IL,61614,40.765106,-89.6303,1,1,63,55000,13175,81637,6738,106625,6437,53288,28583,1603,4327,3109,2719,1864,1579,3222,1762,38.5
None,Peoria,IL,61614,40.765106,-89.6303,2,1,87,78000,13175,81637,6738,106625,6437,53288,28583,1603,4327,3109,2719,1864,1579,3222,1762,38.5
West Tiffany Drive,Peoria,IL,61614,40.774555,-89.61784,2,2,132,139900,13175,81637,6738,106625,6437,53288,28583,1603,4327,3109,2719,1864,1579,3222,1762,38.5
Knoxville Avenue,Peoria,IL,61614,40.761147,-89.5943,2,2,130,99900,13175,81637,6738,106625,6437,53288,28583,1603,4327,3109,2719,1864,1579,3222,1762,38.5
North Willow Ridge Drive,Peoria,IL,61614,40.772907,-89.63717,2,2,225,265000,13175,81637,6738,106625,6437,53288,28583,1603,4327,3109,2719,1864,1579,3222,1762,38.5
None,Peoria,IL,61614,40.765106,-89.6303,2,2,87,80000,13175,81637,6738,106625,6437,53288,28583,1603,4327,3109,2719,1864,1579,3222,1762,38.5
West Loire Court,Peoria,IL,61614,40.77626,-89.60576,3,2,207,165000,13175,81637,6738,106625,6437,53288,28583,1603,4327,3109,2719,1864,1579,3222,1762,38.5
Knoxville Avenue,Peoria,IL,61614,40.74715,-89.59201,2,2,105,99900,13175,81637,6738,106625,6437,53288,28583,1603,4327,3109,2719,1864,1579,3222,1762,38.5
Knoxville Avenue,Peoria,IL,61614,40.749416,-89.59194,3,2,177,255000,13175,81637,6738,106625,6437,53288,28583,1603,4327,3109,2719,1864,1579,3222,1762,38.5
North Lakeside Court,Peoria,IL,61614,40.77515,-89.63515,2,2,134,129900,13175,81637,6738,106625,6437,53288,28583,1603,4327,3109,2719,1864,1579,3222,1762,38.5
West Willowlake Drive,Peoria,IL,61614,40.7754,-89.63354,1,1,63,54900,13175,81637,6738,106625,6437,53288,28583,1603,4327,3109,2719,1864,1579,3222,1762,38.5
North Allen Road,Peoria,IL,61614,40.775063,-89.63283,2,1,87,59900,13175,81637,6738,106625,6437,53288,28583,1603,4327,3109,2719,1864,1579,3222,1762,38.5
Melrose Drive,Champaign,IL,61820,40.084835,-88.25509,2,2,105,125000,14307,47331,3478,78726,10829,36749,38553,13105,6065,2596,2268,1163,915,1182,446,22.4
West Willowlake Unt 84 Drive,Peoria,IL,61614,40.775364,-89.63429,2,2,88,84900,13175,81637,6738,106625,6437,53288,28583,1603,4327,3109,2719,1864,1579,3222,1762,38.5
North Allen Road,Peoria,IL,61614,40.775024,-89.63289,2,2,90,74900,13175,81637,6738,106625,6437,53288,28583,1603,4327,3109,2719,1864,1579,3222,1762,38.5
Innsbruck Lane,Princeton,IL,61356,41.365578,-89.45389,3,2,214,185000,4621,73667,2934,87410,1687,47340,10896,533,1307,908,1367,802,694,1619,1004,47.8
Hideaway Drive West,Princeton,IL,61356,41.36679,-89.468124,2,2,130,189000,4621,73667,2934,87410,1687,47340,10896,533,1307,908,1367,802,694,1619,1004,47.8
South Main Street,Princeton,IL,61356,41.367844,-89.464836,3,2,111,144000,4621,73667,2934,87410,1687,47340,10896,533,1307,908,1367,802,694,1619,1004,47.8
South Main Street,Princeton,IL,61356,41.367844,-89.464836,3,1,102,139000,4621,73667,2934,87410,1687,47340,10896,533,1307,908,1367,802,694,1619,1004,47.8
South Second Avenue,Morton,IL,61550,40.590366,-89.46916,2,2,61,63000,7212,99867,4998,118201,2214,52446,18223,562,1697,2482,1985,1073,1437,2114,1119,43
South Second Avenue,Morton,IL,61550,40.58989,-89.46916,2,2,147,63000,7212,99867,4998,118201,2214,52446,18223,562,1697,2482,1985,1073,1437,2114,1119,43
East Queenwood Road,Morton,IL,61550,40.591232,-89.47156,2,1,88,87000,7212,99867,4998,118201,2214,52446,18223,562,1697,2482,1985,1073,1437,2114,1119,43
Brooke Circle,Morton,IL,61550,40.59207,-89.46735,2,3,124,179900,7212,99867,4998,118201,2214,52446,18223,562,1697,2482,1985,1073,1437,2114,1119,43
Tower Grove Drive,Fairview Heights,IL,62208,38.611797,-89.97048,2,2,98,130000,6830,81192,4174,99196,2656,51165,16898,1084,2004,2490,2260,915,1217,1849,583,39.8
North Harrison Street,Davenport,IA,52803,41.544937,-90.57717,2,1,90,71000,8593,80916,4817,98653,3776,57020,21877,1975,3173,3455,2762,1194,1356,1773,563,36.4
30th Avenue Court,Moline,IL,61265,41.48264,-90.532074,2,1,80,64900,18674,72448,11497,87403,7177,47004,44150,2566,5922,5533,4758,2857,3010,4827,2797,39.7
Wildflower Place,Bloomington,IL,61704,40.453053,-89.00625,2,2,105,165000,14834,108505,9853,131708,4981,61190,36875,2597,5465,4845,4568,2444,2357,2926,1257,35.5
Marvin Court,Metamora,IL,61548,40.777996,-89.46774,3,3,214,205000,4417,122027,3427,138031,990,66250,12227,460,947,1880,1870,784,930,1332,427,41.6
9th Street,Moline,IL,61265,41.498962,-90.52597,3,2,211,124900,18674,72448,11497,87403,7177,47004,44150,2566,5922,5533,4758,2857,3010,4827,2797,39.7
Palmyra Court,Peoria,IL,61604,40.729855,-89.65407,2,2,87,63000,11985,58667,6653,67514,5332,43706,28828,1570,4313,3393,3164,2053,2078,2763,1499,39
29th Avenue Drive,Moline,IL,61265,41.483624,-90.53103,2,1,97,175000,18674,72448,11497,87403,7177,47004,44150,2566,5922,5533,4758,2857,3010,4827,2797,39.7
19th Street,Rock Island,IL,61201,41.51182,-90.57369,1,2,102,119900,15628,60449,8633,71987,6995,44317,38025,3203,4844,4339,3911,2178,2399,3796,1695,35.5
19th Street,Rock Island,IL,61201,41.51182,-90.57369,1,2,107,119000,15628,60449,8633,71987,6995,44317,38025,3203,4844,4339,3911,2178,2399,3796,1695,35.5
6th Street,Rock Island,IL,61201,41.496716,-90.589165,2,2,85,75000,15628,60449,8633,71987,6995,44317,38025,3203,4844,4339,3911,2178,2399,3796,1695,35.5
19th Street,Rock Island,IL,61201,41.51182,-90.57369,1,2,96,119900,15628,60449,8633,71987,6995,44317,38025,3203,4844,4339,3911,2178,2399,3796,1695,35.5
21st Avenue,Rock Island,IL,61201,41.491413,-90.5772,2,2,111,115000,15628,60449,8633,71987,6995,44317,38025,3203,4844,4339,3911,2178,2399,3796,1695,35.5
2nd Street Court,Moline,IL,61265,41.501694,-90.53562,2,2,129,197000,18674,72448,11497,87403,7177,47004,44150,2566,5922,5533,4758,2857,3010,4827,2797,39.7
4th Street,Moline,IL,61265,41.482216,-90.531075,2,2,90,75000,18674,72448,11497,87403,7177,47004,44150,2566,5922,5533,4758,2857,3010,4827,2797,39.7
James Street,Tolono,IL,61880,39.990963,-88.26207,2,2,107,132500,1464,81629,1044,98649,420,38206,4454,509,590,737,491,284,337,258,162,36.6
James Street,Tolono,IL,61880,39.990963,-88.26207,2,2,106,132700,1464,81629,1044,98649,420,38206,4454,509,590,737,491,284,337,258,162,36.6
Tumbleweed Trail,Loves Park,IL,61111,42.320454,-89.01493,2,1,127,130000,9539,73728,5996,84848,3543,50547,22903,1659,3608,2318,2366,2016,1403,2844,1029,38.5
Ridgewood Road,Rock Island,IL,61201,41.435875,-90.59394,2,2,121,125000,15628,60449,8633,71987,6995,44317,38025,3203,4844,4339,3911,2178,2399,3796,1695,35.5
Winding Creek Drive,Rockford,IL,61114,42.304516,-89.01122,2,2,262,199900,6391,103122,4245,123739,2146,57147,14999,1015,1433,1542,1802,959,1120,2112,938,47.9
Spring Brook Road,Rockford,IL,61114,42.304317,-89.00854,3,2,204,149900,6391,103122,4245,123739,2146,57147,14999,1015,1433,1542,1802,959,1120,2112,938,47.9
Carefree Drive,Rockford,IL,61114,42.301052,-89.04031,1,1,75,69900,6391,103122,4245,123739,2146,57147,14999,1015,1433,1542,1802,959,1120,2112,938,47.9
38th Street,Rock Island,IL,61201,41.473804,-90.54911,2,3,248,299900,15628,60449,8633,71987,6995,44317,38025,3203,4844,4339,3911,2178,2399,3796,1695,35.5
Creek Bend,Rockford,IL,61114,42.31039,-88.96628,2,2,119,124900,6391,103122,4245,123739,2146,57147,14999,1015,1433,1542,1802,959,1120,2112,938,47.9
Creek Bend,Rockford,IL,61114,42.309914,-88.969315,2,2,106,132000,6391,103122,4245,123739,2146,57147,14999,1015,1433,1542,1802,959,1120,2112,938,47.9
Creek Bend,Rockford,IL,61114,42.309914,-88.969315,2,2,115,124900,6391,103122,4245,123739,2146,57147,14999,1015,1433,1542,1802,959,1120,2112,938,47.9
Timber Wolf Lane,Mahomet,IL,61853,40.187847,-88.37644,2,2,138,190000,4828,111747,3896,123280,932,59298,13921,685,1394,2102,1797,947,764,1176,441,37.1
Carefree Drive,Rockford,IL,61114,42.301052,-89.04031,2,2,104,93500,6391,103122,4245,123739,2146,57147,14999,1015,1433,1542,1802,959,1120,2112,938,47.9
Snowcap Run,Loves Park,IL,61111,42.321,-89.021935,2,3,188,165000,9539,73728,5996,84848,3543,50547,22903,1659,3608,2318,2366,2016,1403,2844,1029,38.5
Snowcap Run,Loves Park,IL,61111,42.320995,-89.02194,2,3,188,165000,9539,73728,5996,84848,3543,50547,22903,1659,3608,2318,2366,2016,1403,2844,1029,38.5
Creek Bend,Rockford,IL,61114,42.31039,-88.96628,2,2,119,132500,6391,103122,4245,123739,2146,57147,14999,1015,1433,1542,1802,959,1120,2112,938,47.9
Creek Bend,Rockford,IL,61114,42.31039,-88.96628,2,2,110,105000,6391,103122,4245,123739,2146,57147,14999,1015,1433,1542,1802,959,1120,2112,938,47.9
Creek Bend,Rockford,IL,61114,42.309914,-88.969315,2,2,106,124900,6391,103122,4245,123739,2146,57147,14999,1015,1433,1542,1802,959,1120,2112,938,47.9
Creek Bend,Rockford,IL,61114,42.31057,-88.96746,2,2,109,120000,6391,103122,4245,123739,2146,57147,14999,1015,1433,1542,1802,959,1120,2112,938,47.9
Jacoby Place,Rockford,IL,61107,42.286087,-89.062355,2,2,141,287500,13542,85733,7865,106608,5677,53773,29363,1457,3679,3534,3730,1664,2308,3737,1533,43.4
North 2753rd Road,Ottawa,IL,61350,41.342854,-88.789116,1,1,54,219900,9947,74851,6266,91023,3681,43629,24444,1226,2941,2940,2956,1933,1850,2575,1213,41.4
River Drive,Moline,IL,61265,41.514336,-90.480675,2,2,156,343000,18674,72448,11497,87403,7177,47004,44150,2566,5922,5533,4758,2857,3010,4827,2797,39.7
Mabels Way,Loves Park,IL,61111,42.32607,-88.974945,3,2,119,139900,9539,73728,5996,84848,3543,50547,22903,1659,3608,2318,2366,2016,1403,2844,1029,38.5
35th Avenue,Moline,IL,61265,41.47657,-90.43918,3,3,225,325000,18674,72448,11497,87403,7177,47004,44150,2566,5922,5533,4758,2857,3010,4827,2797,39.7
17th Street,Moline,IL,61265,41.50211,-90.51101,3,2,137,160000,18674,72448,11497,87403,7177,47004,44150,2566,5922,5533,4758,2857,3010,4827,2797,39.7
Lanterne Drive,Loves Park,IL,61111,42.334793,-88.99112,2,2,128,115000,9539,73728,5996,84848,3543,50547,22903,1659,3608,2318,2366,2016,1403,2844,1029,38.5
Arbor Drive,Moline,IL,61265,41.468,-90.52247,2,2,131,197000,18674,72448,11497,87403,7177,47004,44150,2566,5922,5533,4758,2857,3010,4827,2797,39.7
17th Street,Moline,IL,61265,41.502857,-90.51115,2,1,67,69900,18674,72448,11497,87403,7177,47004,44150,2566,5922,5533,4758,2857,3010,4827,2797,39.7
Montgomery Drive,Moline,IL,61265,41.51012,-90.51636,2,2,124,339000,18674,72448,11497,87403,7177,47004,44150,2566,5922,5533,4758,2857,3010,4827,2797,39.7
17th Street,Moline,IL,61265,41.50251,-90.51114,2,1,67,73000,18674,72448,11497,87403,7177,47004,44150,2566,5922,5533,4758,2857,3010,4827,2797,39.7
26th Avenue Court,Moline,IL,61265,41.485188,-90.49241,2,1,85,56000,18674,72448,11497,87403,7177,47004,44150,2566,5922,5533,4758,2857,3010,4827,2797,39.7
North 7th Street,Rochelle,IL,61068,41.935524,-89.066986,2,2,125,112500,5794,67168,3620,80763,2174,42284,14609,1108,1676,1686,1908,1104,994,1237,767,40.3
North 7th Street,Rochelle,IL,61068,41.935524,-89.066986,2,1,99,79500,5794,67168,3620,80763,2174,42284,14609,1108,1676,1686,1908,1104,994,1237,767,40.3
South Prospect Street,Galena,IL,61036,42.41445,-90.43182,3,3,160,255000,3228,91301,2213,111332,1015,47566,6978,169,520,774,791,582,658,1510,579,56.8
9th Street,East Moline,IL,61244,41.48309,-90.43969,2,3,198,162000,9171,63893,5859,77649,3312,37221,23628,1282,2790,3172,3405,1288,1356,2245,1123,39.6
